Row.names	clusters	lib	Species	length	n50	genome_quality	Illumina_Library_ID	Sample_ID.x	Culturing_Sample_ID	Antibiotics	Sample_ID.y	Cubicle_room	Sample_type	Material	Human_Traffic	timept	Room_type	bed_number	strain
s_3158	10	N204_BC08	Enterococcus_faecalis	2751258	2723892	HIGH_QUAL	WEE302	HMBR028	HMBR030	BHI	HMBR028	Cubicle_2	Bed_Rail	Metal	Moderate_(2-5)	1	MDRO_cubicles	5	s10
s_3160	13	N204_BC11	Enterococcus_faecalis	2954335	576363	HIGH_QUAL	WEE059	HMBR016_02	HMBR018_02	BHI	HMBR016	Cubicle_2	Bed_Rail	Metal	Empty	2	MDRO_cubicles	1	s13
s_3161	10	N205_BC08	Enterococcus_faecalis	2763627	2716359	HIGH_QUAL	WEE295	HMCT019	HMCT021	STREP	HMCT019	Cubicle_2	Cardiac_Table	Metal_and_Wood	Empty	1	MDRO_cubicles	2	s10
s_3162	8	N205_BC11	Enterococcus_faecalis	3056990	3026596	HIGH_QUAL	WEE271	HMBR013	HMBR015	CHLOR	HMBR013	Cubicle_1	Bed_Rail	Metal	Empty	1	MDRO_cubicles	5	s8
s_3163	14	N206_BC02	Enterococcus_faecalis	3158788	3127386	HIGH_QUAL	WEE310	HMBR004	HMBR006	STREP	HMBR004	Cubicle_1	Bed_Rail	Metal	Empty	1	MDRO_cubicles	2	s14
s_3164	11	N206_BC03	Enterococcus_faecalis	3055916	3025533	HIGH_QUAL	WEE089	HMBR079	HMBR081	STREP	HMBR079	Cubicle_2	Bed_Rail	Metal	Empty	1	Non-cohort_cubicles	2	s11
s_3167	1	N207_BC06	Enterococcus_faecalis	3203097	684424	HIGH_QUAL	WEE151	HMBR127	HMBR129	TET	HMBR127	Room_3	Bed_Rail	Plastic	Empty	1	Isolation_rooms	NA	s1
s_3168	11	N208_BC02	Enterococcus_faecalis	3140860	2986553	HIGH_QUAL	WEE206	HMBR040_02	HMBR042_02	AMP	HMBR040	Cubicle_3	Bed_Rail	Plastic	Empty	2	MDRO_cubicles	4	s11
s_3169	15	N209_BC05	Enterococcus_faecalis	2414247	92404	MEDIUM_QUAL	WEE224	HMCT034	HMCT036	BHI	HMCT034	Cubicle_3	Cardiac_Table	Metal_and_Wood	Empty	1	MDRO_cubicles	2	s15
s_3171	1	N210_BC08	Enterococcus_faecalis	3314022	1720431	HIGH_QUAL	WEE208	HMBR040	HMBR042	STREP	HMBR040	Cubicle_3	Bed_Rail	Plastic	Empty	1	MDRO_cubicles	4	s1
s_3172	8	N211_BC05	Enterococcus_faecalis	3040999	309033	HIGH_QUAL	WEE271	HMBR013	HMBR015	BHI	HMBR013	Cubicle_1	Bed_Rail	Metal	Empty	1	MDRO_cubicles	5	s8
s_3174	5	N214_BC09	Enterococcus_faecalis	2942217	2912960	HIGH_QUAL	WEE275	HMBR037	HMBR039	BHI	HMBR037	Cubicle_3	Bed_Rail	Plastic	Empty	1	MDRO_cubicles	3	s5
s_3175	1	N216_BC02	Enterococcus_faecalis	3415274	1285476	MEDIUM_QUAL	WEE322	HMBL034	HMBL036	BHI	HMBL034	Cubicle_3	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	2	s1
s_3176	1	N218_BC11	Enterococcus_faecalis	3244579	3212328	HIGH_QUAL	WEE316	HMBL115_02	HMBL117_02	BHI	HMBL115	Cubicle_4	Bedside_Locker	Wood	Empty	2	Non-cohort_cubicles	4	s1
s_3178	1	N219_BC10	Enterococcus_faecalis	3256157	3223792	HIGH_QUAL	WEE046	HMD007_02	HMD009_02	BHI	HMD007	Room_3	Door_handle-interior	Metal	Empty	2	Isolation_rooms	NA	s1
s_3180	1	N221_BC09	Enterococcus_faecalis	3218968	2451204	HIGH_QUAL	WEE104	HMBL085_02	HMBL087_02	BHI	HMBL085	Cubicle_2	Bedside_Locker	Wood	Moderate_(2-5)	2	Non-cohort_cubicles	4	s1
s_3182	1	N223_BC03	Enterococcus_faecalis	3300727	3254595	HIGH_QUAL	WEE201	HMBL034_02	HMBL036_02	BHI	HMBL034	Cubicle_3	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	2	s1
s_3183	2	N223_BC07	Enterococcus_faecalis	3080614	3049986	HIGH_QUAL	WEE169	HMBR010_02	HMBR012_02	BHI	HMBR010	Cubicle_1	Bed_Rail	Metal	Empty	2	MDRO_cubicles	4	s2
s_3184	8	N225_BC05	Enterococcus_faecalis	3034045	3003879	HIGH_QUAL	WEE271	HMBR013	HMBR015	AMP	HMBR013	Cubicle_1	Bed_Rail	Metal	Empty	1	MDRO_cubicles	5	s8
s_3187	11	N228_BC09	Enterococcus_faecalis	3244451	373520	HIGH_QUAL	WEE206	HMBR040_02	HMBR042_02	BHI	HMBR040	Cubicle_3	Bed_Rail	Plastic	Empty	2	MDRO_cubicles	4	s11
s_3190	1	N229_BC04	Enterococcus_faecalis	3251826	2103380	HIGH_QUAL	WEE037	HMBR127_02	HMBR129_02	TET	HMBR127	Room_3	Bed_Rail	Plastic	Empty	2	Isolation_rooms	NA	s1
s_3191	1	N230_BC01	Enterococcus_faecalis	3256508	3204754	HIGH_QUAL	WEE033	HMBL127_02	HMBL129_02	CHLOR	HMBL127	Room_3	Bedside_Locker	Wood	Empty	2	Isolation_rooms	NA	s1
s_3192	1	N230_BC04	Enterococcus_faecalis	3347795	1947410	HIGH_QUAL	WEE208	HMBR040	HMBR042	AMP	HMBR040	Cubicle_3	Bed_Rail	Plastic	Empty	1	MDRO_cubicles	4	s1
s_3193	1	N230_BC05	Enterococcus_faecalis	2498413	68837	HIGH_QUAL	WEE208	HMBR040	HMBR042	CHLOR	HMBR040	Cubicle_3	Bed_Rail	Plastic	Empty	1	MDRO_cubicles	4	s1
s_3194	1	N230_BC06	Enterococcus_faecalis	3261668	2477050	HIGH_QUAL	WEE208	HMBR040	HMBR042	TET	HMBR040	Cubicle_3	Bed_Rail	Plastic	Empty	1	MDRO_cubicles	4	s1
s_3195	7	N230_BC09	Enterococcus_faecalis	3076927	3046337	HIGH_QUAL	WEE297	HMBL004	HMBL006	CHLOR	HMBL004	Cubicle_1	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	2	s7
s_3196	10	N231_BC04	Enterococcus_faecalis	2567802	494407	HIGH_QUAL	WEE302	HMBR028	HMBR030	CHLOR	HMBR028	Cubicle_2	Bed_Rail	Metal	Moderate_(2-5)	1	MDRO_cubicles	5	s10
s_3197	23	N231_BC05	Enterococcus_faecalis	2587578	180562	HIGH_QUAL	WEE059	HMBR016_02	HMBR018_02	AMP	HMBR016	Cubicle_2	Bed_Rail	Metal	Empty	2	MDRO_cubicles	1	s23
s_3203	1	N233_BC07	Enterococcus_faecalis	3195942	2554642	HIGH_QUAL	WEE037	HMBR127_02	HMBR129_02	KAN	HMBR127	Room_3	Bed_Rail	Plastic	Empty	2	Isolation_rooms	NA	s1
s_3204	1	N233_BC08	Enterococcus_faecalis	3230163	3186496	HIGH_QUAL	WEE037	HMBR127_02	HMBR129_02	STREP	HMBR127	Room_3	Bed_Rail	Plastic	Empty	2	Isolation_rooms	NA	s1
s_3205	1	N236_BC03	Enterococcus_faecalis	3178364	365209	HIGH_QUAL	WEE365	HMD007	HMD009	AMP	HMD007	Room_3	Door_handle-interior	Metal	Empty	1	Isolation_rooms	NA	s1
s_3206	1	N237_BC01	Enterococcus_faecalis	3254320	2887464	HIGH_QUAL	WEE365	HMD007	HMD009	BHI	HMD007	Room_3	Door_handle-interior	Metal	Empty	1	Isolation_rooms	NA	s1
s_3207	22	N237_BC08	Enterococcus_faecalis	2733521	2706329	HIGH_QUAL	WEE321	HMBR097_02	HMBR099_02	BHI	HMBR097	Cubicle_3	Bed_Rail	Metal	Empty	2	Non-cohort_cubicles	3	s22
s_3208	1	N240_BC09	Enterococcus_faecalis	3238986	360362	HIGH_QUAL	WEE043	HMCT127_02	HMCT129_02	BHI	HMCT127	Room_3	Cardiac_Table	Metal_and_Wood	Empty	2	Isolation_rooms	NA	s1
s_4348	6	N103_BC03	Staphylococcus_aureus	2893831	2832028	HIGH_QUAL	WEE292	HMCT013	HMCT015	TET	HMCT013	Cubicle_1	Cardiac_Table	Metal_and_Wood	Empty	1	MDRO_cubicles	5	s6
s_4351	1	N104_BC01	Staphylococcus_aureus	2940798	2842299	HIGH_QUAL	WEE038	HMBR130	HMBR132	AMP	HMBR130	Room_4	Bed_Rail	Plastic	Moderate_(2-5)	1	Isolation_rooms	NA	s1
s_4352	1	N104_BC03	Staphylococcus_aureus	2964699	2559858	HIGH_QUAL	WEE038	HMBR130	HMBR132	KAN	HMBR130	Room_4	Bed_Rail	Plastic	Moderate_(2-5)	1	Isolation_rooms	NA	s1
s_4353	1	N104_BC05	Staphylococcus_aureus	2702158	64542	HIGH_QUAL	WEE038	HMBR130	HMBR132	TET	HMBR130	Room_4	Bed_Rail	Plastic	Moderate_(2-5)	1	Isolation_rooms	NA	s1
s_4356	10	N104_BC12	Staphylococcus_aureus	2939995	461332	HIGH_QUAL	WEE299	HMP007	HMP009	TET	HMP007	Cubicle_3	Pulse_Oxymeter	Rubber	Empty	1	MDRO_cubicles	NA	s10
s_4357	22	N105_BC06	Staphylococcus_aureus	1455541	17831	MEDIUM_QUAL	WEE117	HMBL073_02	HMBL075_02	KAN	HMBL073	Cubicle_1	Bedside_Locker	Wood	Empty	2	Non-cohort_cubicles	5	s22
s_4358	20	N105_BC07	Staphylococcus_aureus	1844293	27539	MEDIUM_QUAL	WEE117	HMBL073_02	HMBL075_02	TET	HMBL073	Cubicle_1	Bedside_Locker	Wood	Empty	2	Non-cohort_cubicles	5	s20
s_4363	1	N109_BC03	Staphylococcus_aureus	2943254	2451164	HIGH_QUAL	WEE067	HMBL025_02	HMBL027_02	AMP	HMBL025	Cubicle_2	Bedside_Locker	Wood	Moderate_(2-5)	2	MDRO_cubicles	4	s1
s_4364	1	N109_BC04	Staphylococcus_aureus	2946104	2916808	HIGH_QUAL	WEE067	HMBL025_02	HMBL027_02	KAN	HMBL025	Cubicle_2	Bedside_Locker	Wood	Moderate_(2-5)	2	MDRO_cubicles	4	s1
s_4365	1	N109_BC05	Staphylococcus_aureus	2937976	2407480	HIGH_QUAL	WEE067	HMBL025_02	HMBL027_02	TET	HMBL025	Cubicle_2	Bedside_Locker	Wood	Moderate_(2-5)	2	MDRO_cubicles	4	s1
s_4373	1	N111_BC04	Staphylococcus_aureus	2949148	2013587	HIGH_QUAL	WEE061	HMBL019_02	HMBL021_02	KAN	HMBL019	Cubicle_2	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	2	s1
s_4374	1	N111_BC05	Staphylococcus_aureus	2832455	474153	HIGH_QUAL	WEE061	HMBL019_02	HMBL021_02	TET	HMBL019	Cubicle_2	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	2	s1
s_4375	1	N112_BC04	Staphylococcus_aureus	3017192	2689152	HIGH_QUAL	WEE294	HMBR034	HMBR036	AMP	HMBR034	Cubicle_3	Bed_Rail	Plastic	Empty	1	MDRO_cubicles	2	s1
s_4376	1	N112_BC06	Staphylococcus_aureus	3026954	1467767	HIGH_QUAL	WEE294	HMBR034	HMBR036	KAN	HMBR034	Cubicle_3	Bed_Rail	Plastic	Empty	1	MDRO_cubicles	2	s1
s_4379	1	N113_BC01	Staphylococcus_aureus	2924434	199189	HIGH_QUAL	WEE367	HMP021	HMP023	AMP	HMP021	Cubicle_2	Pulse_Oxymeter	Rubber	Empty	1	Non-cohort_cubicles	NA	s1
s_4382	1	N113_BC04	Staphylococcus_aureus	3005292	2975411	HIGH_QUAL	WEE367	HMP021	HMP023	TET	HMP021	Cubicle_2	Pulse_Oxymeter	Rubber	Empty	1	Non-cohort_cubicles	NA	s1
s_4384	1	N114_BC04	Staphylococcus_aureus	2963122	2933659	HIGH_QUAL	WEE095	HMBL097	HMBL099	KAN	HMBL097	Cubicle_3	Bedside_Locker	Wood	Empty	1	Non-cohort_cubicles	3	s1
s_4386	1	N115_BC03	Staphylococcus_aureus	2934743	2676879	HIGH_QUAL	WEE067	HMBL025_02	HMBL027_02	STREP	HMBL025	Cubicle_2	Bedside_Locker	Wood	Moderate_(2-5)	2	MDRO_cubicles	4	s1
s_4392	1	N117_BC06	Staphylococcus_aureus	2953912	2924540	HIGH_QUAL	WEE255	HMCT031	HMCT033	KAN	HMCT031	Cubicle_3	Cardiac_Table	Plastic	Empty	1	MDRO_cubicles	1	s1
s_4407	1	N122_BC05	Staphylococcus_aureus	2983006	1255557	HIGH_QUAL	WEE310	HMBR004	HMBR006	AMP	HMBR004	Cubicle_1	Bed_Rail	Metal	Empty	1	MDRO_cubicles	2	s1
s_4408	1	N122_BC06	Staphylococcus_aureus	2985520	2955834	HIGH_QUAL	WEE310	HMBR004	HMBR006	KAN	HMBR004	Cubicle_1	Bed_Rail	Metal	Empty	1	MDRO_cubicles	2	s1
s_4409	1	N122_BC07	Staphylococcus_aureus	2980532	2950897	HIGH_QUAL	WEE310	HMBR004	HMBR006	TET	HMBR004	Cubicle_1	Bed_Rail	Metal	Empty	1	MDRO_cubicles	2	s1
s_4412	1	N124_BC06	Staphylococcus_aureus	2986486	2956791	HIGH_QUAL	WEE297	HMBL004	HMBL006	AMP	HMBL004	Cubicle_1	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	2	s1
s_4414	6	N125_BC06	Staphylococcus_aureus	3005314	2825666	HIGH_QUAL	WEE306	HMBR025	HMBR027	AMP	HMBR025	Cubicle_2	Bed_Rail	Metal	Empty	1	MDRO_cubicles	4	s6
s_4415	6	N125_BC08	Staphylococcus_aureus	3013843	2762838	HIGH_QUAL	WEE306	HMBR025	HMBR027	STREP	HMBR025	Cubicle_2	Bed_Rail	Metal	Empty	1	MDRO_cubicles	4	s6
s_4416	6	N126_BC11	Staphylococcus_aureus	2848771	2820438	HIGH_QUAL	WEE268	HMCT025	HMCT027	AMP	HMCT025	Cubicle_2	Cardiac_Table	Wood	Empty	1	MDRO_cubicles	4	s6
s_4417	6	N127_BC01	Staphylococcus_aureus	2812017	2784048	HIGH_QUAL	WEE268	HMCT025	HMCT027	STREP	HMCT025	Cubicle_2	Cardiac_Table	Wood	Empty	1	MDRO_cubicles	4	s6
s_4419	6	N127_BC04	Staphylococcus_aureus	2899838	1648763	HIGH_QUAL	WEE309	HMBR007	HMBR009	TET	HMBR007	Cubicle_1	Bed_Rail	Metal	Empty	1	MDRO_cubicles	3	s6
s_4422	1	N128_BC12	Staphylococcus_aureus	3041046	3010810	HIGH_QUAL	WEE361	HMBR088	HMBR090	KAN	HMBR088	Cubicle_2	Bed_Rail	Metal	Empty	1	Non-cohort_cubicles	5	s1
s_4423	1	N129_BC01	Staphylococcus_aureus	3049189	3018874	HIGH_QUAL	WEE361	HMBR088	HMBR090	TET	HMBR088	Cubicle_2	Bed_Rail	Metal	Empty	1	Non-cohort_cubicles	5	s1
s_4425	5	N129_BC10	Staphylococcus_aureus	1454125	26659	MEDIUM_QUAL	WEE175	HMCT001_02	HMCT003_02	CHLOR	HMCT001	Cubicle_1	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_cubicles	1	s5
s_4426	1	N129_BC11	Staphylococcus_aureus	3178389	2838804	HIGH_QUAL	WEE175	HMCT001_02	HMCT003_02	KAN	HMCT001	Cubicle_1	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_cubicles	1	s1
s_4427	1	N130_BC03	Staphylococcus_aureus	2960894	2916640	HIGH_QUAL	WEE095	HMBL097	HMBL099	TET	HMBL097	Cubicle_3	Bedside_Locker	Wood	Empty	1	Non-cohort_cubicles	3	s1
s_4429	10	N130_BC05	Staphylococcus_aureus	2927053	2875550	HIGH_QUAL	WEE308	HMBL025	HMBL027	TET	HMBL025	Cubicle_2	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	4	s10
s_4432	6	N131_BC03	Staphylococcus_aureus	2864738	532424	HIGH_QUAL	WEE271	HMBR013	HMBR015	TET	HMBR013	Cubicle_1	Bed_Rail	Metal	Empty	1	MDRO_cubicles	5	s6
s_4433	1	N131_BC07	Staphylococcus_aureus	2667662	157820	HIGH_QUAL	WEE297	HMBL004	HMBL006	KAN	HMBL004	Cubicle_1	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	2	s1
s_4437	6	N132_BC01	Staphylococcus_aureus	2915598	1810507	HIGH_QUAL	WEE309	HMBR007	HMBR009	AMP	HMBR007	Cubicle_1	Bed_Rail	Metal	Empty	1	MDRO_cubicles	3	s6
s_4441	1	N132_BC12	Staphylococcus_aureus	2884745	227907	HIGH_QUAL	WEE340	HMBL049	HMBL051	KAN	HMBL049	Cubicle_4	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	2	s1
s_4444	1	N133_BC06	Staphylococcus_aureus	2907563	2878650	HIGH_QUAL	WEE304	HMCT001	HMCT003	TET	HMCT001	Cubicle_1	Cardiac_Table	Metal_and_Wood	Empty	1	MDRO_cubicles	1	s1
s_4447	6	N133_BC11	Staphylococcus_aureus	2885730	1820823	HIGH_QUAL	WEE066	HMCT022_02	HMCT024_02	AMP	HMCT022	Cubicle_2	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_cubicles	3	s6
s_4450	1	N134_BC05	Staphylococcus_aureus	2014431	27980	MEDIUM_QUAL	WEE289	HMCT040	HMCT042	KAN	HMCT040	Cubicle_3	Cardiac_Table	Metal_and_Wood	Empty	1	MDRO_cubicles	4	s1
s_4453	10	N135_BC09	Staphylococcus_aureus	2915943	2886947	HIGH_QUAL	WEE224	HMCT034	HMCT036	AMP	HMCT034	Cubicle_3	Cardiac_Table	Metal_and_Wood	Empty	1	MDRO_cubicles	2	s10
s_4454	10	N135_BC10	Staphylococcus_aureus	2920632	2891590	HIGH_QUAL	WEE224	HMCT034	HMCT036	KAN	HMCT034	Cubicle_3	Cardiac_Table	Metal_and_Wood	Empty	1	MDRO_cubicles	2	s10
s_4455	10	N135_BC12	Staphylococcus_aureus	2922119	2893061	HIGH_QUAL	WEE224	HMCT034	HMCT036	TET	HMCT034	Cubicle_3	Cardiac_Table	Metal_and_Wood	Empty	1	MDRO_cubicles	2	s10
s_4457	13	N137_BC09	Staphylococcus_aureus	2812579	2784606	HIGH_QUAL	WEE303	HMBR022	HMBR024	CHLOR	HMBR022	Cubicle_2	Bed_Rail	Plastic	Empty	1	MDRO_cubicles	3	s13
s_4458	1	N138_BC08	Staphylococcus_aureus	3019588	2880692	HIGH_QUAL	WEE118	HMBL088	HMBL090	AMP	HMBL088	Cubicle_2	Bedside_Locker	Wood	Empty	1	Non-cohort_cubicles	5	s1
s_4460	1	N138_BC10	Staphylococcus_aureus	3021428	2991387	HIGH_QUAL	WEE118	HMBL088	HMBL090	KAN	HMBL088	Cubicle_2	Bedside_Locker	Wood	Empty	1	Non-cohort_cubicles	5	s1
s_4461	1	N138_BC12	Staphylococcus_aureus	3014870	2984894	HIGH_QUAL	WEE118	HMBL088	HMBL090	TET	HMBL088	Cubicle_2	Bedside_Locker	Wood	Empty	1	Non-cohort_cubicles	5	s1
s_4463	8	N140_BC07	Staphylococcus_aureus	2852198	2269724	HIGH_QUAL	WEE281	HMBR010	HMBR012	AMP	HMBR010	Cubicle_1	Bed_Rail	Metal	Empty	1	MDRO_cubicles	4	s8
s_4464	19	N140_BC10	Staphylococcus_aureus	2231057	108894	MEDIUM_QUAL	WEE126	HMBR088_02	HMBR090_02	TET	HMBR088	Cubicle_2	Bed_Rail	Metal	Empty	2	Non-cohort_cubicles	5	s19
s_4465	1	N141_BC02	Staphylococcus_aureus	3022089	751367	HIGH_QUAL	WEE344	HMP018_02	HMP020_02	AMP	HMP018	Cubicle_1	Pulse_Oxymeter	Rubber	Empty	2	Non-cohort_cubicles	NA	s1
s_4467	6	N142_BC03	Staphylococcus_aureus	2838403	2810174	HIGH_QUAL	WEE127	HMBR076_02	HMBR078_02	AMP	HMBR076	Cubicle_2	Bed_Rail	Metal	Empty	2	Non-cohort_cubicles	1	s6
s_4468	6	N142_BC04	Staphylococcus_aureus	2348264	310625	MEDIUM_QUAL	WEE127	HMBR076_02	HMBR078_02	CHLOR	HMBR076	Cubicle_2	Bed_Rail	Metal	Empty	2	Non-cohort_cubicles	1	s6
s_4469	6	N142_BC05	Staphylococcus_aureus	2854686	1842637	HIGH_QUAL	WEE127	HMBR076_02	HMBR078_02	STREP	HMBR076	Cubicle_2	Bed_Rail	Metal	Empty	2	Non-cohort_cubicles	1	s6
s_4471	1	N143_BC04	Staphylococcus_aureus	2955194	2925808	HIGH_QUAL	WEE099	HMBR097	HMBR099	AMP	HMBR097	Cubicle_3	Bed_Rail	Metal	Empty	1	Non-cohort_cubicles	3	s1
s_4472	1	N143_BC05	Staphylococcus_aureus	2989125	2763738	HIGH_QUAL	WEE099	HMBR097	HMBR099	CHLOR	HMBR097	Cubicle_3	Bed_Rail	Metal	Empty	1	Non-cohort_cubicles	3	s1
s_4473	1	N143_BC06	Staphylococcus_aureus	2949018	2919693	HIGH_QUAL	WEE099	HMBR097	HMBR099	KAN	HMBR097	Cubicle_3	Bed_Rail	Metal	Empty	1	Non-cohort_cubicles	3	s1
s_4474	1	N143_BC07	Staphylococcus_aureus	2921469	2892417	HIGH_QUAL	WEE099	HMBR097	HMBR099	TET	HMBR097	Cubicle_3	Bed_Rail	Metal	Empty	1	Non-cohort_cubicles	3	s1
s_4478	6	N145_BC01	Staphylococcus_aureus	2847418	1413891	HIGH_QUAL	WEE288	HMCT043	HMCT045	AMP	HMCT043	Cubicle_3	Cardiac_Table	Metal_and_Wood	Empty	1	MDRO_cubicles	5	s6
s_4479	1	N146_BC07	Staphylococcus_aureus	2856966	316043	HIGH_QUAL	WEE072	HMBR028_02	HMBR030_02	CHLOR	HMBR028	Cubicle_2	Bed_Rail	Metal	Empty	2	MDRO_cubicles	5	s1
s_4480	1	N146_BC08	Staphylococcus_aureus	2938789	2909564	HIGH_QUAL	WEE072	HMBR028_02	HMBR030_02	KAN	HMBR028	Cubicle_2	Bed_Rail	Metal	Empty	2	MDRO_cubicles	5	s1
s_4481	1	N146_BC09	Staphylococcus_aureus	3002635	2972780	HIGH_QUAL	WEE072	HMBR028_02	HMBR030_02	TET	HMBR028	Cubicle_2	Bed_Rail	Metal	Empty	2	MDRO_cubicles	5	s1
s_4483	1	N147_BC11	Staphylococcus_aureus	3025013	559276	HIGH_QUAL	WEE198	HMBR001_02	HMBR003_02	KAN	HMBR001	Cubicle_1	Bed_Rail	Metal	Empty	2	MDRO_cubicles	1	s1
s_4484	10	N147_BC12	Staphylococcus_aureus	3134824	2872149	HIGH_QUAL	WEE223	HMBL043	HMBL045	KAN	HMBL043	Cubicle_3	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	5	s10
s_4486	10	N148_BC02	Staphylococcus_aureus	2925464	2876956	HIGH_QUAL	WEE223	HMBL043	HMBL045	TET	HMBL043	Cubicle_3	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	5	s10
s_4487	1	N148_BC03	Staphylococcus_aureus	3122500	995613	HIGH_QUAL	WEE317	HMCT037	HMCT039	KAN	HMCT037	Cubicle_3	Cardiac_Table	Metal	Empty	1	MDRO_cubicles	3	s1
s_4489	16	N148_BC06	Staphylococcus_aureus	1668924	34408	MEDIUM_QUAL	WEE286	HMBL037	HMBL039	CHLOR	HMBL037	Cubicle_3	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	3	s16
s_4490	1	N148_BC07	Staphylococcus_aureus	3028940	2998824	HIGH_QUAL	WEE286	HMBL037	HMBL039	KAN	HMBL037	Cubicle_3	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	3	s1
s_4491	1	N148_BC09	Staphylococcus_aureus	2404178	1295225	MEDIUM_QUAL	WEE286	HMBL037	HMBL039	TET	HMBL037	Cubicle_3	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	3	s1
s_4494	10	N149_BC03	Staphylococcus_aureus	2932795	2903630	HIGH_QUAL	WEE185	HMBR031	HMBR033	TET	HMBR031	Cubicle_3	Bed_Rail	Plastic	Empty	1	MDRO_cubicles	1	s10
s_4495	8	N149_BC09	Staphylococcus_aureus	2833876	2698826	HIGH_QUAL	WEE293	HMCT055	HMCT057	KAN	HMCT055	Cubicle_4	Cardiac_Table	Metal_and_Wood	Empty	1	MDRO_cubicles	4	s8
s_4496	8	N149_BC10	Staphylococcus_aureus	2862981	1703169	HIGH_QUAL	WEE293	HMCT055	HMCT057	TET	HMCT055	Cubicle_4	Cardiac_Table	Metal_and_Wood	Empty	1	MDRO_cubicles	4	s8
s_4501	14	N151_BC09	Staphylococcus_aureus	2987900	280653	HIGH_QUAL	WEE300	HMBL040	HMBL042	AMP	HMBL040	Cubicle_3	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	4	s14
s_4502	1	N152_BC01	Staphylococcus_aureus	2955629	1089344	HIGH_QUAL	WEE072	HMBR028_02	HMBR030_02	AMP	HMBR028	Cubicle_2	Bed_Rail	Metal	Empty	2	MDRO_cubicles	5	s1
s_4507	6	N153_BC03	Staphylococcus_aureus	2883331	295080	HIGH_QUAL	WEE275	HMBR037	HMBR039	AMP	HMBR037	Cubicle_3	Bed_Rail	Plastic	Empty	1	MDRO_cubicles	3	s6
s_4508	1	N153_BC05	Staphylococcus_aureus	2669640	1899651	HIGH_QUAL	WEE275	HMBR037	HMBR039	KAN	HMBR037	Cubicle_3	Bed_Rail	Plastic	Empty	1	MDRO_cubicles	3	s1
s_4510	1	N153_BC10	Staphylococcus_aureus	2974221	318956	HIGH_QUAL	WEE385	HMP024	HMP026	AMP	HMP024	Cubicle_3	Pulse_Oxymeter	Rubber	Empty	1	Non-cohort_cubicles	NA	s1
s_4512	1	N153_BC12	Staphylococcus_aureus	3133105	245522	HIGH_QUAL	WEE385	HMP024	HMP026	KAN	HMP024	Cubicle_3	Pulse_Oxymeter	Rubber	Empty	1	Non-cohort_cubicles	NA	s1
s_4513	1	N154_BC01	Staphylococcus_aureus	2980649	1498319	HIGH_QUAL	WEE385	HMP024	HMP026	TET	HMP024	Cubicle_3	Pulse_Oxymeter	Rubber	Empty	1	Non-cohort_cubicles	NA	s1
s_4515	1	N154_BC04	Staphylococcus_aureus	2927868	2850270	HIGH_QUAL	WEE212	HMBL055	HMBL057	TET	HMBL055	Cubicle_4	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	4	s1
s_4517	10	N157_BC01	Staphylococcus_aureus	2754255	182523	HIGH_QUAL	WEE254	HMBL031	HMBL033	TET	HMBL031	Cubicle_3	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	1	s10
s_4519	1	N157_BC09	Staphylococcus_aureus	3041670	1761325	HIGH_QUAL	WEE226	HMBR049_02	HMBR051_02	KAN	HMBR049	Cubicle_4	Bed_Rail	Plastic	Empty	2	MDRO_cubicles	2	s1
s_4521	1	N158_BC03	Staphylococcus_aureus	2929679	315688	HIGH_QUAL	WEE200	HMBR037_02	HMBR039_02	KAN	HMBR037	Cubicle_3	Bed_Rail	Plastic	Empty	2	MDRO_cubicles	3	s1
s_4523	1	N159_BC02	Staphylococcus_aureus	3038112	2239671	HIGH_QUAL	WEE322	HMBL034	HMBL036	KAN	HMBL034	Cubicle_3	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	2	s1
s_4527	6	N160_BC03	Staphylococcus_aureus	2830381	2802232	HIGH_QUAL	WEE288	HMCT043	HMCT045	STREP	HMCT043	Cubicle_3	Cardiac_Table	Metal_and_Wood	Empty	1	MDRO_cubicles	5	s6
s_4530	17	N162_BC02	Staphylococcus_aureus	1462687	26305	MEDIUM_QUAL	WEE226	HMBR049_02	HMBR051_02	AMP	HMBR049	Cubicle_4	Bed_Rail	Plastic	Empty	2	MDRO_cubicles	2	s17
