Nanopore_ID	Plasmid_ID	Contig_ID	Sequence_size	Number_of_AR_genes	AR_gene_list	Best_blast_hit	Fraction_aligned	Percent_identity	novel	clusters
3418	N131_BC12	p_1448	tig00000012	19358	0	NA	Staphylococcus haemolyticus strain SGAir0252 plasmid pSGAir0252, complete sequence	0.721	95.88	no	NA
3419	N131_BC12	p_1449	tig00000011	4544	1	CatA;	Staphylococcus pseudintermedius strain 081661 plasmid unnamed1, complete sequence	0.624	84.837	no	NA
3420	N131_BC12	p_1450	tig00000008	13628	1	Tet-39;	Acinetobacter baumannii strain AB20C15 plasmid pIBAC oxa58 20C15, complete sequence	0.527	95.381	no	NA
3421	N152_BC03	p_1451	tig00000257	4909	0	NA	Listeria monocytogenes strain LM-C-273 plasmid pLM-C-273 clone contig000004 genomic sequence	0.758	90.501	no	NA
3422	N152_BC03	p_1452	tig00000261	7691	0	NA	Acinetobacter baumannii str. AYE plasmid p1ABAYE, complete genome	0.517	95.506	no	NA
3423	N168_BC07	p_5064	tig00000407	20252	1	VgaA;	Staphylococcus aureus subsp. aureus 11819-97 plasmid p11819-97, partial sequence	0.459	96.433	no	NA
3424	N107_BC06	p_3852	tig00000012	8117	0	NA	Bacillus thuringiensis Bt407 plasmid BTB 8p, complete sequence	1.016	98.052	no	NA
3425	N132_BC03	p_2683	tig00000054	4923	0	NA	Listeria monocytogenes strain LM-C-273 plasmid pLM-C-273 clone contig000004 genomic sequence	0.691	87.681	no	NA
3426	N107_BC06	p_3854	tig00000004	271272	1	Aac6-Aph2;	Enterococcus faecium strain 6E6 plasmid unnamed1, complete sequence	0.966	98.895	no	NA
3427	N132_BC03	p_2685	tig00000009	4697	0	NA	Uncultured organism plasmid pK5, complete sequence	0.495	95.587	no	NA
3428	N107_BC06	p_3856	tig00000009	74356	0	NA	Bacillus thuringiensis serovar chinensis CT-43 plasmid pCT72, complete sequence	0.816	97.442	no	NA
3429	N107_BC06	p_3857	tig00000003	422049	0	NA	Bacillus cereus strain AH820 plasmid pPER272, complete sequence	0.47	95.986	no	NA
3430	N132_BC03	p_2688	tig00000079	7766	0	NA	Staphylococcus aureus subsp. aureus strain ST20071176 plasmid pT45, complete sequence	0.408	93.746	no	NA
3431	N156_BC10	p_4264	tig00000036	4006	0	NA	Enterococcus faecium Aus0085 plasmid p5, complete sequence	1.019	96.083	no	NA
3432	N169_BC08	p_3860	tig00000067	2386	0	NA	Staphylococcus chromogenes plasmid pPV141 erythromycin resistance plasmid, rRNA N-6-methyltransferase (ermM) and plasmid replication protein genes, complete cds	1.011	98.424	no	NA
3433	N152_BC10	p_2691	tig00000030	4560	1	CatA;	Staphylococcus aureus plasmid SAP089A, complete sequence	0.975	98.248	no	NA
3434	N232_BC03	p_5076	tig00000397	8626	0	NA	Acinetobacter pittii strain WCHAP005046 plasmid p2 005046, complete sequence	0.65	98.408	no	NA
3435	N111_BC01	p_3866	tig00000025	8693	0	NA	Staphylococcus haemolyticus JCSC1435 plasmid pSHaeC DNA, complete sequence	0.599	94.784	no	NA
3436	N205_BC02	p_1466	tig00000110	2278	1	ErmC;	Staphylococcus epidermidis plasmid pNE131, complete sequence	1.035	95.305	no	NA
3437	N184_BC01	p_3869	tig00000031	2569	1	LnuA;	Staphylococcus equorum strain KM1031 plasmid unnamed3, complete sequence	1.026	91.3	no	NA
3438	N116_BC08	p_5080	tig00000002	43734	1	BlaZ;	Staphylococcus epidermidis plasmid SAP107A, complete sequence	0.342	95.751	no	NA
3439	N235_BC05	p_5081	tig00000078	3200	0	NA	Enterobacter hormaechei strain CAV1176 plasmid pCAV1176-3223, complete sequence	1.008	98.871	no	NA
3440	N184_BC01	p_3872	tig00000149	17099	1	BlaZ;	Staphylococcus aureus plasmid SAP063A, complete sequence	0.769	97.26	no	NA
3441	N184_BC01	p_3873	tig00000140	4538	1	CatA;	Staphylococcus pseudintermedius strain 081661 plasmid unnamed1, complete sequence	0.61	81.873	no	NA
3442	N128_BC06	p_4276	tig00000002	42118	2	MphC;MsrA;	Staphylococcus lugdunensis strain Tlug63N-4 plasmid pT63N, complete sequence	0.668	97.832	no	NA
3443	N173_BC11	p_1476	tig00000025	253352	0	NA	Enterococcus faecium strain 6E6 plasmid unnamed1, complete sequence	0.994	99.262	no	NA
3444	N173_BC11	p_1477	tig00000041	98211	3	Ant6-Ia;TetL;Aph3-III;	Enterococcus faecium strain ISMMS VRE 8 plasmid ISMMS VRE8 p2, complete sequence	0.806	96.3	no	NA
3445	N173_BC11	p_1478	tig00000125	7983	0	NA	Enterococcus faecium strain AUSMDU00004055 plasmid unnamed3, complete sequence	0.757	95.862	no	NA
3446	N123_BC12	p_2705	tig00000020	12227	0	NA	Staphylococcus haemolyticus strain 83131A plasmid p83131A-A, complete sequence	0.825	97.588	no	NA
3447	N183_BC05	p_1480	tig00006495	4629	0	NA	Uncultured organism plasmid pK5, complete sequence	0.915	97.749	no	NA
3448	N240_BC09	p_2709	tig00000044	52881	0	NA	Enterococcus faecalis 62 plasmid EF62pC, complete sequence	0.708	95.154	no	NA
3449	N240_BC09	p_2710	tig00000040	4177	0	NA	Acinetobacter baumannii strain A85 plasmid pA85-1b, complete sequence	0.632	89.944	no	NA
3450	N141_BC03	p_1483	tig00000161	5984	0	NA	Staphylococcus haemolyticus isolate 131A plasmid p131A, complete sequence	0.989	98.659	no	NA
3451	N219_BC06	p_3884	tig00000059	2368	0	NA	Staphylococcus aureus plasmid SAP087A, complete sequence	1.011	98.775	no	NA
3452	N240_BC09	p_2713	tig00007908	55300	0	NA	Enterococcus faecalis strain sorialis plasmid Efsorialis-p2, complete sequence	0.378	96.633	no	NA
3453	N152_BC06	p_1487	tig00000055	12081	0	NA	Acinetobacter pittii strain WCHAP100004 plasmid p2 100004, complete sequence	1.007	98.109	no	NA
3454	N188_BC12	p_3101	tig00000219	25280	1	BlaZ;	Staphylococcus aureus plasmid pTZ2162 DNA, complete sequence	1.005	98.852	no	NA
3455	N176_BC06	p_1489	tig00000169	2383	1	ErmC;	Staphylococcus chromogenes plasmid pPV141 erythromycin resistance plasmid, rRNA N-6-methyltransferase (ermM) and plasmid replication protein genes, complete cds	1.016	97.828	no	NA
3456	N176_BC06	p_1490	tig00000095	11874	0	NA	Staphylococcus aureus subsp. aureus strain 1971.C01 plasmid p1971.C01b, complete sequence	0.74	94.046	no	NA
3457	N192_BC01	p_1491	tig00000037	207688	0	NA	Klebsiella pneumoniae strain KPNIH48 plasmid pKPN-10f7, complete sequence	0.918	98.542	no	NA
3458	N192_BC01	p_1492	tig00000036	5929	0	NA	Klebsiella pneumoniae strain Kpn1144 plasmid pKP-M1144 In1144 integron, complete sequence	0.853	96.781	no	NA
3459	N205_BC01	p_1493	tig00000079	2477	1	ErmC;	Staphylococcus simulans erythromycin resistance plasmid pPV142 rRNA N-6-methyltransferase (ermM) and replication protein (rep) genes, complete cds	1.017	97.662	no	NA
3460	N235_BC03	p_4294	tig00000445	12343	0	NA	Staphylococcus haemolyticus strain 83131A plasmid p83131A-A, complete sequence	0.743	97.217	no	NA
3461	N129_BC02	p_2722	tig00000009	43082	1	Aac6-Aph2;	Staphylococcus aureus subsp. aureus strain USA300 2014.C02 plasmid pC02, complete sequence	0.674	96.108	no	NA
3462	N167_BC07	p_1498	tig00000085	7895	2	TetK;TetK;	Listeria monocytogenes strain LM-C-273 plasmid pLM-C-273 clone contig000004 genomic sequence	0.633	90.628	no	NA
3463	N236_BC09	p_3900	tig00000101	7602	0	NA	B.thuringiensis plasmid pTX14-3 DNA	1.016	97.198	no	NA
3464	N236_BC09	p_3901	tig00000180	126930	0	NA	Bacillus thuringiensis serovar israelensis strain AM65-52 plasmid pAM65-52-4-128K, complete sequence	1.008	99.13	no	NA
3465	N156_BC12	p_1501	tig00000019	3699	1	CatA;	Staphylococcus aureus R-plasmid pSBK203 replication initiation protein gene, chloramphenicol acetyltransferase gene, and Pre protein gene, complete cds	0.993	91.222	no	NA
3466	N156_BC12	p_1502	tig00000016	109750	0	NA	Acinetobacter baumannii strain ABNIH28 plasmid pABA-1fe1, complete sequence	0.938	97.687	no	NA
3467	N159_BC09	p_1503	tig00000013	2541	1	LnuA;	Staphylococcus epidermidis pLNU6 plasmid	1.013	97.306	no	NA
3468	N135_BC09	p_2730	tig00000069	19983	0	NA	Staphylococcus aureus plasmid pSK57, partial sequence	1.005	98.67	no	NA
3469	N236_BC09	p_3906	tig00000092	6755	0	NA	Bacillus thuringiensis HD-789 plasmid pBTHD789-6, complete sequence	0.998	97.76	no	NA
3470	N170_BC02	p_1506	tig00000271	24962	2	MphC;MsrA;	Staphylococcus haemolyticus strain SGAir0252 plasmid pSGAir0252, complete sequence	1.002	99.146	no	NA
3471	N209_BC07	p_3908	tig00000061	3488	0	NA	Klebsiella pneumoniae strain KSB2 1B plasmid unnamed5, complete sequence	1.009	98.59	no	NA
3472	N209_BC07	p_3909	tig00000045	11665	0	NA	Klebsiella pneumoniae strain A64477 plasmid pKP64477e, complete sequence	1.007	98.913	no	NA
3473	N170_BC02	p_1509	tig00000185	11169	0	NA	Staphylococcus haemolyticus isolate 131A plasmid p131A, complete sequence	0.674	94.194	no	NA
3474	N170_BC02	p_1510	tig00003217	4960	1	TetK;	Listeria monocytogenes strain LM-C-273 plasmid pLM-C-273 clone contig000004 genomic sequence	0.668	91.438	no	NA
3475	N216_BC05	p_3912	tig00000196	2979	0	NA	Staphylococcus aureus plasmid pKH3, complete sequence	1.014	96.348	no	NA
3476	N118_BC10	p_2738	tig00000079	12284	0	NA	Staphylococcus haemolyticus strain 83131A plasmid p83131A-A, complete sequence	0.741	97.174	no	NA
3477	N118_BC10	p_2739	tig00000080	13928	0	NA	Staphylococcus aureus subsp. aureus strain 1971.C01 plasmid p1971.C01b, complete sequence	0.629	93.384	no	NA
3478	N180_BC01	p_5122	tig00000210	44447	0	NA	Staphylococcus capitis strain FDAARGOS 378 plasmid unnamed1, complete sequence	0.783	95.776	no	NA
3479	N118_BC10	p_2741	tig00000032	31912	1	TetL;	Staphylococcus simulans strain FDAARGOS 383 plasmid unnamed, complete sequence	0.473	93.318	no	NA
3480	N230_BC03	p_1516	tig00001337	3133	0	NA	Bacillus cereus strain CC-1 plasmid p2, complete sequence	0.97	98.407	no	NA
3481	N230_BC03	p_1517	tig00001336	3116	0	NA	Bacillus cereus strain CC-1 plasmid p2, complete sequence	0.937	97.907	no	NA
3482	N230_BC03	p_1518	tig00000728	3114	0	NA	Bacillus cereus strain CC-1 plasmid p2, complete sequence	0.936	98.316	no	NA
3483	N181_BC06	p_3920	tig00000488	28828	2	DfrC;BlaZ;	Staphylococcus pasteuri strain JS7 plasmid pSNJS702, complete sequence	0.806	98.515	no	NA
3484	N182_BC09	p_2746	tig00001007	58404	0	NA	Acinetobacter pittii strain HGSA488 plasmid pLS488, complete sequence	0.637	97.385	no	NA
3485	N122_BC08	p_3922	tig00000058	14883	0	NA	Bacillus cereus AH820 plasmid pAH820 10, complete sequence	0.886	94.921	no	NA
3486	N188_BC10	p_1522	tig00000052	2527	1	ErmC;	Staphylococcus aureus strain E14 plasmid pDLK1, complete sequence	0.98	97.239	no	NA
3487	N182_BC09	p_2749	tig00000217	4665	0	NA	Uncultured organism plasmid pK5, complete sequence	0.51	95.955	no	NA
3488	N122_BC08	p_3925	tig00000122	337949	0	NA	Bacillus cereus AH187 plasmid pAH187 270, complete sequence	0.579	97.142	no	NA
3489	N132_BC10	p_2346	tig00000181	5984	1	AadB;	Acinetobacter sp. SUN resistance plasmid pRAY, complete genome	1.017	97.105	no	NA
3490	N140_BC01	p_1928	tig00000100	20181	1	BlaZ;	Staphylococcus epidermidis strain ATCC 12228 plasmid pAMT2, complete sequence	1.015	98.064	no	NA
3491	N174_BC10	p_2753	tig00000077	24674	2	MphC;MsrA;	Staphylococcus haemolyticus strain SGAir0252 plasmid pSGAir0252, complete sequence	1.001	98.494	no	NA
3492	N174_BC10	p_2754	tig00000045	2344	1	ErmC;	Staphylococcus aureus strain SVH7513 plasmid pSVH7513b, complete sequence	0.951	97.727	no	NA
3493	N172_BC04	p_3930	tig00000056	2451	1	LnuA;	Staphylococcus aureus subsp. aureus strain LA-MRSA ST398 plasmid plinE154, complete sequence	0.754	89.34	no	NA
3494	N137_BC04	p_3142	tig00000023	3386	0	NA	Klebsiella pneumoniae strain INF249 plasmid unnamed4, complete sequence	1.021	96.944	no	NA
3495	N190_BC12	p_2757	tig00000081	3124	0	NA	Bacillus cereus strain CC-1 plasmid p2, complete sequence	0.973	98.373	no	NA
3496	N190_BC12	p_2758	tig00000222	14583	0	NA	Bacillus cereus AH820 plasmid pAH820 10, complete sequence	0.722	94.624	no	NA
3497	N191_BC11	p_3935	tig00000044	135704	7	SHV-OKP-LEN;TetA;OXA-1;AacAad;Aac3-IIa;CatBx;QnrB;	Klebsiella pneumoniae strain RJ119 plasmid pRJ119-NDM1, complete sequence	0.925	98.561	no	NA
3498	N192_BC09	p_4333	tig00000288	2370	1	ErmC;	Staphylococcus aureus strain USA300-SUR15 plasmid pUSA05-1-SUR15, complete sequence	1.02	97.423	no	NA
3499	N140_BC07	p_5144	tig00000134	20443	1	BlaZ;	Staphylococcus aureus 21kb plasmid, complete sequence	1.012	98.029	no	NA
3500	N190_BC12	p_2762	tig00000292	12933	0	NA	Staphylococcus epidermidis PM221 plasmid 3, complete sequence	0.56	93.871	no	NA
3501	N131_BC07	p_2763	tig00000065	33956	1	BlaZ;	Staphylococcus capitis strain FDAARGOS 378 plasmid unnamed1, complete sequence	0.952	94.833	no	NA
3502	N120_BC07	p_3941	tig00000012	49229	0	NA	Enterococcus faecalis strain sorialis plasmid Efsorialis-p2, complete sequence	0.773	96.578	no	NA
3503	N131_BC07	p_2765	tig00000011	20066	0	NA	Staphylococcus aureus subsp. aureus strain 5118.N plasmid p5118.Nb, complete sequence	0.494	92.786	no	NA
3504	N131_BC07	p_2766	tig00000041	32283	1	BlaZ;	Staphylococcus capitis strain FDAARGOS 378 plasmid unnamed1, complete sequence	0.368	94.119	no	NA
3505	N240_BC01	p_2767	tig00012433	3120	0	NA	Bacillus cereus strain CC-1 plasmid p2, complete sequence	0.938	98.477	no	NA
3506	N119_BC06	p_3946	tig00000045	29162	2	MphC;MsrA;	Staphylococcus saprophyticus strain FDAARGOS 168 plasmid unnamed2, complete sequence	1.014	98.498	no	NA
3507	N240_BC01	p_2769	tig00000602	7136	0	NA	Acinetobacter defluvii strain WCHA30 plasmid p2 010030, complete sequence	0.69	97.586	no	NA
3508	N240_BC01	p_2770	tig00000460	12369	0	NA	Staphylococcus epidermidis plasmid SAP108A, complete sequence	0.686	91.03	no	NA
3509	N114_BC03	p_1546	tig00000092	55300	0	NA	Enterococcus faecalis strain sorialis plasmid Efsorialis-p2, complete sequence	0.408	96.703	no	NA
3510	N240_BC01	p_2772	tig00001466	307022	0	NA	Bacillus cereus H3081.97 plasmid pH308197 258, complete sequence	0.526	95.798	no	NA
3511	N142_BC08	p_1548	tig00000026	1872	0	NA	Citrobacter freundii strain CAV1741 plasmid pCAV1741-1916, complete sequence	0.993	98.269	no	NA
3512	N142_BC08	p_1550	tig00000022	183066	0	NA	Klebsiella pneumoniae subsp. pneumoniae KPNIH27 plasmid pKPN-262, complete sequence	0.849	98.279	no	NA
3513	N240_BC01	p_2775	tig00000279	13343	0	NA	Uncultured organism plasmid pK5, complete sequence	0.434	96.636	no	NA
3514	N240_BC01	p_2776	tig00000365	9791	0	NA	Acinetobacter pittii strain WCHAP005046 plasmid p2 005046, complete sequence	0.425	81.409	no	NA
3515	N239_BC06	p_1553	tig00000075	4300	1	CatA;	Staphylococcus aureus plasmid SAP084A, complete sequence	0.87	79.6	no	NA
3516	N239_BC06	p_1554	tig00000052	2330	0	NA	Staphylococcus aureus strain SR434 plasmid pSR04, complete genome	0.84	97.308	no	NA
3517	N118_BC09	p_2779	tig00000001	19287	0	NA	Staphylococcus haemolyticus strain SGAir0252 plasmid pSGAir0252, complete sequence	0.723	96.527	no	NA
3518	N175_BC12	p_1557	tig00000101	17072	0	NA	Bacillus cereus AH820 plasmid pAH820 10, complete sequence	0.803	92.743	no	NA
3519	N157_BC04	p_5167	tig00000010	22902	2	MphC;MsrA;	Staphylococcus saprophyticus strain FDAARGOS 168 plasmid unnamed2, complete sequence	0.895	98.285	no	NA
3520	N177_BC09	p_2782	tig00000189	41793	8	CatA;CatA;AadD;MsrA;MsrA;Aac6-Aph2;Aac6-Aph2;BlaZ;	Staphylococcus epidermidis plasmid SAP016A, complete sequence	0.675	97.358	no	NA
3521	N175_BC12	p_1560	tig00000104	4645	0	NA	Uncultured organism plasmid pK5, complete sequence	0.535	95.93	no	NA
3522	N150_BC12	p_5170	tig00000118	4349	0	NA	Bacillus cereus strain CC-1 plasmid p1, complete sequence	0.622	84.665	no	NA
3523	N102_BC06	p_6340	tig00000124	38078	0	NA	Staphylococcus lugdunensis strain Tlug33G-4 plasmid pT33G-1, complete sequence	0.288	95.37	no	NA
3524	N228_BC03	p_2786	tig00000061	2678	0	NA	Enterobacter hormaechei strain AR432 plasmid unnamed1, complete sequence	1.009	98.694	no	NA
3525	N132_BC04	p_1564	tig00000073	19560	3	AadD;TetK;LnuA;	Staphylococcus lugdunensis strain Tlug8G-4 plasmid pT8G, complete sequence	0.868	97.119	no	NA
3526	N228_BC03	p_2788	tig00000180	85240	4	StrB;StrA;TEM-1D;SulII;	Klebsiella pneumoniae strain Klebsiella pneumoniae KLPN57 genome assembly, plasmid: I	0.982	97.857	no	NA
3527	N115_BC08	p_6344	tig00000015	19170	0	NA	Staphylococcus haemolyticus strain SGAir0252 plasmid pSGAir0252, complete sequence	0.765	96.457	no	NA
3528	N228_BC03	p_2790	tig00000143	84283	2	AadB;Aac3-IIa;	Escherichia coli strain 694 genome assembly, plasmid: RCS55 pI	0.866	97.44	no	NA
3529	N193_BC07	p_3973	tig00004827	6634	0	NA	Uncultured organism plasmid pK5, complete sequence	0.219	94.027	no	NA
3530	N173_BC08	p_2792	tig00000095	2452	1	ErmC;	Staphylococcus aureus strain SVH7513 plasmid pSVH7513b, complete sequence	1.022	97.635	no	NA
3531	N153_BC02	p_3977	tig00000072	55082	0	NA	Enterococcus faecalis strain sorialis plasmid Efsorialis-p2, complete sequence	0.541	96.354	no	NA
3532	N173_BC08	p_2794	tig00000110	2986	0	NA	Staphylococcus aureus subsp. aureus TW20, plasmid pTW20 2	1.01	98.962	no	NA
3533	N105_BC03	p_1573	tig00000006	2485	0	NA	Staphylococcus simulans erythromycin resistance plasmid pPV142 rRNA N-6-methyltransferase (ermM) and replication protein (rep) genes, complete cds	1.027	96.774	no	NA
3534	N173_BC08	p_2796	tig00001162	21093	1	BlaZ;	Staphylococcus epidermidis strain ATCC 12228 plasmid pAMT2, complete sequence	0.909	98.891	no	NA
3535	N180_BC08	p_1575	tig00000032	2446	0	NA	Staphylococcus aureus strain SVH7513 plasmid pSVH7513b, complete sequence	1.022	97.667	no	NA
3536	N115_BC06	p_1576	tig00000001	4095	0	NA	Klebsiella pneumoniae strain DA48896 plasmid p48896 6, complete sequence	1.016	98.44	no	NA
3537	N115_BC06	p_1577	tig00000007	68275	0	NA	Klebsiella pneumoniae strain NY9 plasmid pNY9 2, complete sequence	0.91	96.674	no	NA
3538	N115_BC06	p_1578	tig00000005	91490	13	CatBx;SulI;SulI;AacAad;SulII;StrA;MphA;Arr;OXA-1;QnrB;StrB;DHA;TetD;	Enterobacter cloacae strain AR 0093 plasmid unnamed2, complete sequence	0.54	98.344	no	NA
3539	N115_BC05	p_2801	tig00000009	2954	0	NA	Staphylococcus aureus plasmid pKH3, complete sequence	1.02	94.828	no	NA
3540	N177_BC03	p_1580	tig00002147	5500	0	NA	Staphylococcus pasteuri plasmid pSP187	1.011	98.475	no	NA
3541	N177_BC03	p_1581	tig00000087	6023	0	NA	Staphylococcus haemolyticus isolate 131A plasmid p131A, complete sequence	0.987	99.148	no	NA
3542	N177_BC03	p_1583	tig00000102	6776	0	NA	Staphylococcus haemolyticus isolate 131A plasmid p131A, complete sequence	0.627	95.583	no	NA
3543	N189_BC10	p_1585	tig00005417	58261	0	NA	Enterococcus faecium plasmid pMG1 DNA, complete sequence	0.968	98.229	no	NA
3544	N115_BC05	p_2806	tig00000004	91471	14	CatBx;Arr;SulI;SulI;OXA-1;StrA;QnrB;AacAad;DfrA5;SulII;StrB;DHA;TetD;MphA;	Klebsiella pneumoniae plasmid pKPS30, complete sequence	0.637	98.477	no	NA
3545	N120_BC09	p_5199	tig00000032	31925	1	TetL;	Staphylococcus simulans strain FDAARGOS 383 plasmid unnamed, complete sequence	0.476	92.317	no	NA
3546	N101_BC05	p_2808	tig00000051	28991	0	NA	Bacillus safensis strain KCTC 12796BP plasmid pBPL056, complete sequence	0.961	95.128	no	NA
3547	N110_BC07	p_1589	tig00000005	2437	1	ErmC;	Staphylococcus aureus strain SVH7513 plasmid pSVH7513b, complete sequence	1.025	97.42	no	NA
3548	N110_BC07	p_1590	tig00000022	6084	0	NA	Enterococcus faecium plasmid pB82 bacA, bacB, mobC, mobA, orf5, orf6, repA, repB, orf9 genes for bacteriocin precursor, hypothetical protein, mobilization protein, mobilization protein, hypothetical protein, hypothetical protein, replication protein, replication protein, hypothetical protein, complete cds	1.018	98.225	no	NA
3549	N110_BC07	p_1592	tig00000259	5986	1	VgaA;	Staphylococcus haemolyticus isolate 131A plasmid p131A, complete sequence	1.014	98.486	no	NA
3550	N101_BC05	p_2812	tig00000013	124036	0	NA	Bacillus thuringiensis strain MYBT18246 plasmid p120510, complete sequence	0.438	92.215	no	NA
3551	N110_BC07	p_1594	tig00000018	3742	0	NA	Staphylococcus pseudintermedius strain 081661 plasmid unnamed1, complete sequence	1.003	94.074	no	NA
3552	N110_BC07	p_1595	tig00000009	33453	0	NA	Staphylococcus epidermidis plasmid SAP107A, complete sequence	0.957	91.647	no	NA
3553	N110_BC07	p_1596	tig00000035	2357	1	LnuA;	Staphylococcus aureus strain SR434 plasmid pSR04, complete genome	0.845	92.316	no	NA
3554	N169_BC01	p_4001	tig00000374	22242	4	MphC;MphC;MsrA;MsrA;	Staphylococcus haemolyticus strain SGAir0252 plasmid pSGAir0252, complete sequence	0.85	95.835	no	NA
3555	N110_BC07	p_1598	tig00000007	4888	0	NA	Listeria monocytogenes strain LM-C-273 plasmid pLM-C-273 clone contig000004 genomic sequence	0.695	89.875	no	NA
3556	N110_BC07	p_1599	tig00000072	8676	0	NA	Staphylococcus haemolyticus JCSC1435 plasmid pSHaeC DNA, complete sequence	0.591	95.757	no	NA
3557	N229_BC12	p_1601	tig00000278	2976	0	NA	Staphylococcus aureus plasmid pKH3, complete sequence	1.021	95.65	no	NA
3558	N229_BC12	p_1602	tig00000185	2436	0	NA	Staphylococcus aureus plasmid pSWS371, isolate MRSA37, complete sequence	1.017	97.708	no	NA
3559	N121_BC09	p_2821	tig00000040	28563	0	NA	Staphylococcus aureus strain 417 plasmid pLRSA417, complete sequence	1.012	93.691	no	NA
3560	N229_BC12	p_1604	tig00000175	20103	0	NA	Staphylococcus aureus strain HUV05 plasmid pHUV05-02, complete sequence	1.002	98.759	no	NA
3561	N229_BC12	p_1605	tig00000049	297561	0	NA	Bacillus cereus AH187 plasmid pAH187 270, complete sequence	0.731	97.554	no	NA
3562	N121_BC09	p_2824	tig00000024	4541	1	CatA;	Staphylococcus pseudintermedius strain 081661 plasmid unnamed1, complete sequence	0.759	84.397	no	NA
3563	N117_BC05	p_2825	tig00000057	2972	0	NA	Staphylococcus aureus subsp. aureus TW20, plasmid pTW20 2	1.014	98.663	no	NA
3564	N117_BC05	p_2826	tig00000073	20026	0	NA	Staphylococcus aureus subsp. aureus Z172 plasmid pZ172 1, complete sequence	1.003	98.792	no	NA
3565	N155_BC07	p_1609	tig00000142	12307	0	NA	Staphylococcus epidermidis plasmid SAP108A, complete sequence	0.725	91.725	no	NA
3566	N117_BC05	p_2828	tig00000028	4943	1	TetK;	Listeria monocytogenes strain LM-C-273 plasmid pLM-C-273 clone contig000004 genomic sequence	0.673	89.889	no	NA
3567	N222_BC06	p_1611	tig00000090	2434	0	NA	Staphylococcus aureus plasmid pSWS371, isolate MRSA37, complete sequence	1.017	97.784	no	NA
3568	N222_BC06	p_1612	tig00000096	3540	0	NA	Staphylococcus aureus strain USA300-SUR15 plasmid pUSA07-1-SUR15, complete sequence	1.009	98.796	no	NA
3569	N222_BC06	p_1613	tig00000095	4971	1	TetK;	Listeria monocytogenes strain LM-C-273 plasmid pLM-C-273 clone contig000004 genomic sequence	0.689	90.867	no	NA
3570	N204_BC04	p_2832	tig00000246	11993	0	NA	Staphylococcus haemolyticus isolate 131A plasmid p131A, complete sequence	0.578	90.065	no	NA
3571	N185_BC10	p_5608	tig00000142	4372	0	NA	Enterococcus faecium strain VREfm1 plasmid pPEC012, complete sequence	1.022	96.924	no	NA
3572	N159_BC03	p_1617	tig00001967	5054	0	NA	Enterococcus faecalis plasmid pS86, rep86 and mob86 genes	1.033	88.941	no	NA
3573	N159_BC03	p_1618	tig00001966	5104	0	NA	Enterococcus faecalis 62 plasmid EF62pA, complete sequence	1.014	91.929	no	NA
3574	N159_BC03	p_1619	tig00000018	67911	0	NA	Enterococcus faecalis strain FDAARGOS 324 plasmid unnamed2, complete sequence	1.011	98.579	no	NA
3575	N153_BC01	p_1620	tig00000389	4330	0	NA	Staphylococcus aureus subsp. aureus strain ST20071176 plasmid pT45, complete sequence	1.026	96.787	no	NA
3576	N153_BC01	p_1621	tig00000390	4390	1	TetK;	Staphylococcus aureus subsp. aureus strain ST20071176 plasmid pT45, complete sequence	0.972	98.255	no	NA
3577	N153_BC01	p_1622	tig00000048	20717	0	NA	Staphylococcus epidermidis plasmid SAP045A, complete sequence	0.682	97.113	no	NA
3578	N186_BC06	p_4026	tig00000239	38515	4	Aph3-III;Ant6-Ia;Sat4A;ErmB;	Enterococcus faecalis strain CLB21560 plasmid pB, complete sequence	0.991	99.208	no	NA
3579	N204_BC04	p_2841	tig00000158	97524	0	NA	Bacillus thuringiensis strain MYBT18246 plasmid p101287, complete sequence	0.312	93.7	no	NA
3580	N186_BC06	p_4028	tig00000224	25209	0	NA	Staphylococcus haemolyticus strain SGAir0252 plasmid pSGAir0252, complete sequence	0.688	98.082	no	NA
3581	N150_BC10	p_1626	tig00000054	67951	0	NA	Enterococcus faecalis strain FDAARGOS 324 plasmid unnamed2, complete sequence	1.01	98.647	no	NA
3582	N207_BC10	p_4030	tig00000749	22328	2	MphC;MsrA;	Staphylococcus haemolyticus strain SGAir0252 plasmid pSGAir0252, complete sequence	1	99.247	no	NA
3583	N172_BC07	p_1628	tig00000283	5998	1	VgaA;	Staphylococcus haemolyticus isolate 131A plasmid p131A, complete sequence	1.01	98.861	no	NA
3584	N239_BC04	p_2853	tig00000387	70104	0	NA	Bacillus thuringiensis serovar galleriae strain HD-29 plasmid pBMB126, complete sequence	0.968	96.85	no	NA
3585	N226_BC04	p_5241	tig00000187	7086	0	NA	Enterococcus faecium strain VREfm87 plasmid pMIS005, complete sequence	0.978	98.238	no	NA
3586	N226_BC04	p_5242	tig00000409	4334	0	NA	Enterococcus faecium strain Efaecium ER04484.3A plasmid pER04484.3A.4, complete sequence	0.961	94.248	no	NA
3587	N226_BC04	p_5243	tig00000587	50978	0	NA	Enterococcus faecium strain 6E6 plasmid unnamed1, complete sequence	0.953	93.984	no	NA
3588	N239_BC04	p_2857	tig00000292	140224	0	NA	Bacillus cereus strain FORC 047 plasmid pFORC47 2, complete sequence	0.724	96.609	no	NA
3589	N120_BC08	p_4037	tig00000001	49310	0	NA	Enterococcus faecalis strain sorialis plasmid Efsorialis-p2, complete sequence	0.805	96.557	no	NA
