Species_name	Nanopore_ID	Genome_ID	Sequence_size	N50	AR_gene_list	Genome_quality	novel	clusters
1083	Bacillus cereus	N233_BC04	s_1185	5345557	473503	BLA;	HIGH_QUAL	no	NA
1084	Bacillus cereus	N227_BC10	s_1153	4308048	461260	BLA;	MEDIUM_QUAL	no	NA
1085	Bacillus cereus	N190_BC12	s_989	4828253	1320904	BLA;	HIGH_QUAL	no	NA
1086	Bacillus cereus	N255_barcode07	s_1227	5549325	5494249	NONE	HIGH_QUAL	no	NA
1087	Bacillus cereus	N227_BC12	s_1154	5244409	5192358	BLA;	HIGH_QUAL	no	NA
1088	Bacillus cereus	N222_BC02	s_1118	5326879	5274010	BLA;	HIGH_QUAL	no	NA
1089	Bacillus cereus	N218_BC01	s_1096	5352372	254977	BLA;	HIGH_QUAL	no	NA
1090	Bacillus cereus	N200_BC12	s_1019	2643354	40285		MEDIUM_QUAL	no	NA
1091	Bacillus cereus	N190_BC05	s_987	5263449	4087272	BLA;	HIGH_QUAL	no	NA
1092	Bacillus cereus	N205_BC06	s_1034	4611326	1225963	BLA;	HIGH_QUAL	no	NA
1093	Bacillus cereus	N121_BC05	s_882	5335417	1483521	BLA;	HIGH_QUAL	no	NA
1094	Bacillus cereus	N230_BC06	s_1170	4291375	2522096	BLA;	MEDIUM_QUAL	no	NA
1095	Bacillus cereus	N175_BC02	s_960	4908205	199134		HIGH_QUAL	no	NA
1096	Bacillus cereus	N207_BC10	s_1048	4431742	288116	BLA;	MEDIUM_QUAL	no	NA
1097	Bacillus cereus	N233_BC02	s_1183	5350959	933642	BLA;	HIGH_QUAL	no	NA
1098	Bacillus cereus	N167_BC08	s_939	5537465	4301189	BLA;	HIGH_QUAL	no	NA
1099	Bacillus cereus	N225_BC07	s_1141	4120788	117975	BLA;	MEDIUM_QUAL	no	NA
1100	Bacillus cereus	N193_BC07	s_995	3286237	2209868	BLA;	MEDIUM_QUAL	no	NA
1101	Bacillus cereus	N199_BC11	s_1015	4617976	392915	BLA;	HIGH_QUAL	no	NA
1102	Enterococcus faecalis	N182_BC10	s_3369	2884108	2855426	Ant6-Ia;Aph3-III;Sat4A;ErmB;TetM;	HIGH_QUAL	no	NA
1103	Bacillus cereus	N222_BC08	s_1120	4553919	2774066	OXA-51;BLA;	MEDIUM_QUAL	no	NA
1104	Bacillus cereus	N225_BC06	s_1140	4328281	779510		MEDIUM_QUAL	no	NA
1105	Bacillus cereus	N209_BC01	s_1055	5396990	2571018	BLA;	HIGH_QUAL	no	NA
1106	Bacillus cereus	N143_BC02	s_909	5387996	5314238	BLA;	HIGH_QUAL	no	NA
1107	Bacillus cereus	N207_BC04	s_1043	5249429	907038	BLA;	HIGH_QUAL	no	NA
1108	Bacillus cereus	N255_barcode09	s_1228	5372259	5318935	NONE	HIGH_QUAL	no	NA
1109	Bacillus cereus	N223_BC01	s_1123	5502359	5447754	BLA;	HIGH_QUAL	no	NA
1110	Bacillus cereus	N160_BC12	s_930	2951971	46322	BLA;	MEDIUM_QUAL	no	NA
1111	Bacillus cereus	N218_BC02	s_1097	5278352	5225965	BLA;	HIGH_QUAL	no	NA
1112	Bacillus cereus	N152_BC02	s_919	2691846	48322		MEDIUM_QUAL	no	NA
1113	Bacillus cereus	N204_BC09	s_1032	3458655	691734	BLA;	MEDIUM_QUAL	no	NA
1114	Bacillus cereus	N170_BC02	s_946	5220493	1297124	BLA;	HIGH_QUAL	no	NA
1115	Bacillus cereus	N211_BC11	s_1065	5793738	1277788	BLA;	MEDIUM_QUAL	no	NA
1116	Bacillus cereus	N187_BC08	s_982	5154807	5080410	BLA;	HIGH_QUAL	no	NA
1117	Bacillus cereus	N164_BC04	s_936	5277703	4694157	BLA;	HIGH_QUAL	no	NA
1118	Bacillus cereus	N210_BC10	s_1061	4849775	572469	BLA;	HIGH_QUAL	no	NA
1119	Bacillus cereus	N236_BC11	s_1207	4690322	687459	BLA;	HIGH_QUAL	no	NA
1120	Bacillus cereus	N192_BC06	s_992	3050844	1133951		MEDIUM_QUAL	no	NA
1121	Bacillus cereus	N206_BC09	s_1039	4985025	332945	BLA;	HIGH_QUAL	no	NA
1122	Bacillus cereus	N198_BC10	s_1012	5326902	3548356	BLA;	HIGH_QUAL	no	NA
1123	Bacillus cereus	N216_BC05	s_1092	5303936	2930160	BLA;	HIGH_QUAL	no	NA
1124	Bacillus cereus	N214_BC10	s_1081	2542662	86264	BLA;	MEDIUM_QUAL	no	NA
1125	Bacillus cereus	N169_BC10	s_945	5240575	1004338	BLA;	HIGH_QUAL	no	NA
1126	Bacillus cereus	N179_BC02	s_967	2736253	58051	BLA;	MEDIUM_QUAL	no	NA
1127	Bacillus cereus	N213_BC07	s_1073	2895109	90085	BLA;	MEDIUM_QUAL	no	NA
1128	Bacillus cereus	N213_BC12	s_1077	5270827	3016923	BLA;	HIGH_QUAL	no	NA
1129	Bacillus cereus	N212_BC11	s_1070	5506021	5451379	BLA;	HIGH_QUAL	no	NA
1130	Bacillus cereus	N238_BC12	s_1218	2594290	325074	BLA;	MEDIUM_QUAL	no	NA
1131	Bacillus cereus	N255_barcode06	s_1226	5546340	5491295	NONE	HIGH_QUAL	no	NA
1132	Bacillus cereus	N235_BC11	s_1201	5330324	2807755	BLA;	HIGH_QUAL	no	NA
1133	Bacillus cereus	N195_BC06	s_1002	5760352	1286329	BLA;	MEDIUM_QUAL	no	NA
1134	Bacillus cereus	N206_BC06	s_1038	4551770	363348	BLA;	MEDIUM_QUAL	no	NA
1135	Bacillus cereus	N201_BC11	s_1021	4470326	111112	BLA;	MEDIUM_QUAL	no	NA
1136	Bacillus cereus	N217_BC02	s_1094	5395467	347079	BLA;	HIGH_QUAL	no	NA
1137	Bacillus cereus	N189_BC12	s_986	5058747	492425	BLA;	HIGH_QUAL	no	NA
1138	Bacillus cereus	N231_BC06	s_1173	4616232	1258501	BLA;	HIGH_QUAL	no	NA
1139	Bacillus cereus	N226_BC03	s_1145	5243504	476596	BLA;	HIGH_QUAL	no	NA
1140	Bacillus cereus	N211_BC12	s_1066	5539229	5414561	BLA;	HIGH_QUAL	no	NA
1141	Bacillus cereus	N179_BC08	s_968	3064615	2697645		MEDIUM_QUAL	no	NA
1142	Bacillus cereus	N231_BC10	s_1176	5599742	1461916	BLA;	HIGH_QUAL	no	NA
1143	Bacillus cereus	N155_BC05	s_924	4916319	428989		HIGH_QUAL	no	NA
1144	Bacillus cereus	N195_BC07	s_1003	5506512	5186606	BLA;	HIGH_QUAL	no	NA
1145	Bacillus cereus	N231_BC09	s_1175	5442789	2762809	BLA;	HIGH_QUAL	no	NA
1146	Bacillus cereus	N235_BC06	s_1198	5325001	452877	BLA;	HIGH_QUAL	no	NA
1147	Bacillus cereus	N223_BC04	s_1125	5104677	3022914	BLA;	HIGH_QUAL	no	NA
1148	Bacillus cereus	N214_BC11	s_1082	4264598	832388	BLA;	MEDIUM_QUAL	no	NA
1149	Bacillus cereus	N208_BC11	s_1054	3349952	145991	BLA;	MEDIUM_QUAL	no	NA
1150	Bacillus cereus	N174_BC03	s_956	5623585	5567779	BLA;	HIGH_QUAL	no	NA
1151	Bacillus cereus	N139_BC10	s_904	5400764	1275152	BLA;	HIGH_QUAL	no	NA
1152	Bacillus cereus	N219_BC02	s_1102	5556879	5501733	BLA;	HIGH_QUAL	no	NA
1153	Bacillus cereus	N107_BC06	s_867	5051990	2701248		HIGH_QUAL	no	NA
1154	Bacillus cereus	N213_BC11	s_1076	5515278	4382286	BLA;	HIGH_QUAL	no	NA
1155	Bacillus cereus	N219_BC04	s_1103	5523258	5450475	BLA;	HIGH_QUAL	no	NA
1156	Bacillus cereus	N228_BC10	s_1159	4576472	382691	BLA;	HIGH_QUAL	no	NA
1157	Bacillus cereus	N207_BC11	s_1049	3268740	173978		MEDIUM_QUAL	no	NA
1158	Bacillus cereus	N225_BC11	s_1143	3452855	43900	BLA;	MEDIUM_QUAL	no	NA
1159	Bacillus cereus	N203_BC01	s_1026	5363502	4994734	BLA;	HIGH_QUAL	no	NA
1160	Bacillus cereus	N183_BC07	s_973	5204126	2743660	BLA;	HIGH_QUAL	no	NA
1161	Bacillus cereus	N233_BC05	s_1186	4511422	285728		MEDIUM_QUAL	no	NA
1162	Bacillus cereus	N173_BC12	s_955	4963694	185051	BLA;	HIGH_QUAL	no	NA
1163	Bacillus cereus	N222_BC12	s_1122	4449094	134820		MEDIUM_QUAL	no	NA
1164	Bacillus cereus	N115_BC02	s_876	5275785	5223422	BLA;	HIGH_QUAL	no	NA
1165	Bacillus cereus	N236_BC02	s_1203	3101943	726956	BLA;	MEDIUM_QUAL	no	NA
1166	Bacillus cereus	N221_BC05	s_1112	3107220	369464		MEDIUM_QUAL	no	NA
1167	Bacillus cereus	N233_BC03	s_1184	5611000	1491473	BLA;	HIGH_QUAL	no	NA
1168	Bacillus cereus	N195_BC04	s_1001	5413243	1949742	BLA;	HIGH_QUAL	no	NA
1169	Bacillus cereus	N110_BC08	s_870	4947988	820486	BLA;	HIGH_QUAL	no	NA
1170	Bacillus cereus	N211_BC06	s_1063	4469639	300915	FexA;BLA;	MEDIUM_QUAL	no	NA
1171	Bacillus cereus	N159_BC08	s_928	5386773	1004793	BLA;	HIGH_QUAL	no	NA
1172	Bacillus cereus	N175_BC01	s_959	5394638	535384	BLA;	HIGH_QUAL	no	NA
1173	Bacillus cereus	N187_BC03	s_981	5259539	437285	BLA;	HIGH_QUAL	no	NA
1174	Bacillus cereus	N172_BC07	s_952	4761440	1128491		HIGH_QUAL	no	NA
1175	Bacillus cereus	N127_BC04	s_889	4655806	568914	BLA;	HIGH_QUAL	no	NA
1176	Staphylococcus capitis	N143_BC01	s_5244	2584651	612977	Aac6-Aph2;MECA;	HIGH_QUAL	no	NA
1177	Staphylococcus capitis	N117_BC09	s_5186	2535015	2490574	Aac6-Aph2;	HIGH_QUAL	no	NA
1178	Acinetobacter baumannii	N216_BC11	s_323	4367125	3769871	MsrE;OXA-23;OXA-23;ArmA;OXA-51;CARB-5;MphE;BlaA2;Zn-dependent;Mbl;ADC;BlaA1;ADC;	MEDIUM_QUAL	no	NA
1179	Acinetobacter baumannii	N132_BC12	s_230	3938866	3899740	OXA-51;CARB-5;OXA-23;BlaA2;Zn-dependent;ADC;ADC;BlaA1;	HIGH_QUAL	no	NA
1180	Staphylococcus capitis	N131_BC04	s_5217	2563709	2465643	Aac6-Aph2;MECA;	HIGH_QUAL	no	NA
1181	Staphylococcus capitis	N188_BC04	s_5336	2752830	2637423	AadD;Spc;ErmA;ErmA;Spc;Aac6-Aph2;MECA;DfrC;	HIGH_QUAL	no	NA
1182	Staphylococcus capitis	N134_BC05	s_5228	2508623	2483659	MECA;Aac6-Aph2;Far1;	HIGH_QUAL	no	NA
1183	Staphylococcus capitis	N167_BC07	s_5291	2552045	1291696	MECA;VgaA;Aac6-Aph2;MECA;MECA;TetK;	HIGH_QUAL	no	NA
1184	Staphylococcus capitis	N188_BC09	s_5338	2626403	1749577	VgaA;MECA;Aac6-Aph2;TetK;	HIGH_QUAL	no	NA
1185	Staphylococcus capitis	N102_BC06	s_5148	2632149	2463980	MECA;Aac6-Aph2;Far1;VgaA;	HIGH_QUAL	no	NA
1186	Acinetobacter baumannii	N098_BC08	s_185	3925339	3886348	MsrE;OXA-23;OXA-51;CARB-5;MphE;OXA-23;ArmA;Mbl;BlaA2;Zn-dependent;ADC;ADC;BlaA1;	HIGH_QUAL	no	NA
1187	Staphylococcus capitis	N202_BC09	s_5365	2565615	2461200	Aac6-Aph2;MECA;	HIGH_QUAL	no	NA
1188	Staphylococcus capitis	N157_BC03	s_5273	2536928	1436969	Aac6-Aph2;	HIGH_QUAL	no	NA
1189	Acinetobacter baumannii	N106_BC10	s_195	3662968	3626576	OXA-51;Zn-dependent;Mbl;BlaA2;ADC;BlaA1;	HIGH_QUAL	no	NA
1190	Acinetobacter baumannii	N139_BC05	s_243	3908435	3869611	MsrE;OXA-23;MphE;CARB-5;ArmA;OXA-51;Zn-dependent;Mbl;BlaA2;ADC;ADC;BlaA1;	HIGH_QUAL	no	NA
1191	Staphylococcus capitis	N189_BC11	s_5344	2415698	92037	Aac6-Aph2;	HIGH_QUAL	no	NA
1192	Staphylococcus capitis	N187_BC11	s_5333	2542919	2517613	MECA;Aac6-Aph2;	HIGH_QUAL	no	NA
1193	Staphylococcus capitis	N181_BC04	s_5321	2367526	440800	Aac6-Aph2;	HIGH_QUAL	no	NA
1194	Staphylococcus capitis	N129_BC10	s_5215	2572845	2547245	MECA;Aac6-Aph2;	HIGH_QUAL	no	NA
1195	Staphylococcus capitis	N137_BC09	s_5236	2659853	2633393	Spc;AadD;Spc;ErmA;ErmA;MECA;Aac6-Aph2;DfrC;	HIGH_QUAL	no	NA
1196	Acinetobacter baumannii	N129_BC07	s_225	3904698	3865911	MsrE;OXA-23;OXA-51;MphE;CARB-5;ArmA;Zn-dependent;BlaA2;Mbl;ADC;ADC;BlaA1;	HIGH_QUAL	no	NA
1197	Acinetobacter baumannii	N177_BC08	s_280	3940200	2592601	StrB;StrA;OXA-23;TEM-1D;TetB;Zn-dependent;BlaA2;MsrE;MphE;OXA-51;ADC;ArmA;Mbl;BlaA1;	HIGH_QUAL	no	NA
1198	Acinetobacter baumannii	N116_BC06	s_211	3933369	3894299	OXA-23;MsrE;OXA-51;OXA-23;ArmA;CARB-5;MphE;Zn-dependent;BlaA2;Mbl;ADC;ADC;BlaA1;	HIGH_QUAL	no	NA
1199	Staphylococcus capitis	N105_BC08	s_5154	2523370	2498261	Aac6-Aph2;MECA;Far1;	HIGH_QUAL	no	NA
1200	Staphylococcus capitis	N203_BC04	s_5367	3340567	2415807	BlaZ;MECA;Aac6-Aph2;Aac6-Aph2;Dha1;MECA;	MEDIUM_QUAL	no	NA
1201	Staphylococcus capitis	N158_BC10	s_5275	2567927	2542374	MECA;Aac6-Aph2;Far1;VgaA;	HIGH_QUAL	no	NA
1202	Staphylococcus capitis	N223_BC09	s_5395	2011337	135101	Aac6-Aph2;Aac6-Aph2;	MEDIUM_QUAL	no	NA
1203	Staphylococcus capitis	N216_BC01	s_5384	2605827	2579900	MECA;Aac6-Aph2;Far1;VgaA;	HIGH_QUAL	no	NA
1204	Acinetobacter baumannii	N235_BC10	s_347	3945605	3906412	StrB;StrA;MsrE;SulII;TetB;OXA-23;OXA-51;ArmA;ADC;MphE;Mbl;Zn-dependent;BlaA2;BlaA1;	HIGH_QUAL	no	NA
1205	Staphylococcus capitis	N145_BC02	s_5249	2657622	2631181	Spc;AadD;ErmA;Spc;ErmA;MECA;Aac6-Aph2;DfrC;	HIGH_QUAL	no	NA
1206	Staphylococcus capitis	N128_BC07	s_5211	2292426	180764		HIGH_QUAL	no	NA
1207	Staphylococcus capitis	N105_BC09	s_5155	2530599	2505416	MECA;Aac6-Aph2;Far1;	HIGH_QUAL	no	NA
1208	Staphylococcus capitis	N110_BC07	s_5166	2551003	1309252	Aac6-Aph2;MECA;	HIGH_QUAL	no	NA
1209	Staphylococcus capitis	N142_BC06	s_5243	2547483	2522133	MECA;Aac6-Aph2;VgaA;	HIGH_QUAL	no	NA
1210	Staphylococcus capitis	N187_BC12	s_5334	2536323	2511084	Aac6-Aph2;MECA;	HIGH_QUAL	no	NA
1211	Staphylococcus capitis	N117_BC08	s_5185	2257154	83160	Aac6-Aph2;	HIGH_QUAL	no	NA
1212	Staphylococcus capitis	N103_BC06	s_5150	2752447	2635210	Aac6-Aph2;ErmA;MECA;Spc;MECA;AadD;Aac6-Aph2;DfrC;	HIGH_QUAL	no	NA
1213	Staphylococcus capitis	N189_BC05	s_5340	2470022	688136	MECA;Aac6-Aph2;	HIGH_QUAL	no	NA
1214	Staphylococcus capitis	N150_BC01	s_5257	2485497	243648	Aac6-Aph2;	HIGH_QUAL	no	NA
1215	Acinetobacter baumannii	N180_BC05	s_282	4075263	3254244	Mbl;BlaA1;BlaA2;OXA-23;OXA-51;ADC;Zn-dependent;	HIGH_QUAL	no	NA
1216	Staphylococcus capitis	N177_BC04	s_5308	2893946	2552609	Aac6-Aph2;MECA;Far1;	HIGH_QUAL	no	NA
1217	Staphylococcus capitis	N123_BC05	s_5197	2571904	2505973	MECA;Aac6-Aph2;	HIGH_QUAL	no	NA
1218	Staphylococcus capitis	N255_barcode18	s_5424	2560557	2535073	NONE	HIGH_QUAL	no	NA
1219	Acinetobacter baumannii	N224_BC02	s_330	3889869	3851229	OXA-51;Zn-dependent;Mbl;ADC;	HIGH_QUAL	no	NA
1220	Acinetobacter baumannii	N155_BC01	s_260	3993510	3920762	StrB;StrA;TEM-1D;OXA-23;MsrE;ADC;MphE;OXA-51;TetB;ArmA;Mbl;Zn-dependent;BlaA2;BlaA1;	HIGH_QUAL	no	NA
1221	Staphylococcus capitis	N164_BC11	s_5285	2558415	2496519	MECA;Aac6-Aph2;Far1;	HIGH_QUAL	no	NA
1222	Staphylococcus capitis	N163_BC03	s_5283	2663199	2636705	Spc;Spc;AadD;ErmA;MECA;ErmA;Aac6-Aph2;DfrC;	HIGH_QUAL	no	NA
1223	Staphylococcus capitis	N124_BC07	s_5202	2512247	2487248	Aac6-Aph2;MECA;	HIGH_QUAL	no	NA
1224	Staphylococcus capitis	N212_BC05	s_5381	2044835	119620	MECA;Aac6-Aph2;Aac6-Aph2;	MEDIUM_QUAL	no	NA
1225	Staphylococcus capitis	N116_BC08	s_5179	2667862	2641324	AadD;Spc;Spc;AadD;ErmA;ErmA;MECA;Aac6-Aph2;MECA;DfrC;	HIGH_QUAL	no	NA
1226	Staphylococcus capitis	N149_BC10	s_5256	1539941	26813	AadD;AadD;Spc;ErmA;	MEDIUM_QUAL	no	NA
1227	Staphylococcus capitis	N142_BC01	s_5241	1731855	60529	MECA;	MEDIUM_QUAL	no	NA
1228	Staphylococcus capitis	N255_barcode04	s_5420	2620261	2553261	NONE	HIGH_QUAL	no	NA
1229	Acinetobacter baumannii	N147_BC07	s_251	3955530	3916239	OXA-51;Zn-dependent;Mbl;BlaA2;ADC;	HIGH_QUAL	no	NA
1230	Staphylococcus capitis	N236_BC08	s_5412	2573385	2508585	MECA;Aac6-Aph2;	HIGH_QUAL	no	NA
1231	Staphylococcus capitis	N225_BC03	s_5396	2423048	69487	AadD;MECA;Spc;ErmA;	HIGH_QUAL	no	NA
1232	Staphylococcus capitis	N187_BC09	s_5331	2611525	2547016	MECA;Aac6-Aph2;BlaZ;	HIGH_QUAL	no	NA
1233	Staphylococcus capitis	N255_barcode05	s_5421	2570613	2545029	NONE	HIGH_QUAL	no	NA
1234	Staphylococcus capitis	N255_barcode02	s_5418	2568529	2542965	NONE	HIGH_QUAL	no	NA
1235	Staphylococcus capitis	N123_BC03	s_5195	2690157	2473025	Spc;AadD;ErmA;Spc;ErmA;MECA;MECA;	HIGH_QUAL	no	NA
1236	Acinetobacter baumannii	N151_BC07	s_256	3977272	2066052	MsrE;MphE;ArmA;ADC;Zn-dependent;BlaA1;StrB;StrA;TetB;OXA-51;TEM-1D;OXA-23;Mbl;BlaA2;	HIGH_QUAL	no	NA
1237	Acinetobacter baumannii	N157_BC01	s_265	3886020	3847417	OXA-51;Zn-dependent;Mbl;BlaA2;ADC;BlaA1;	HIGH_QUAL	no	NA
1238	Staphylococcus capitis	N255_barcode16	s_5422	2557722	2532267	NONE	HIGH_QUAL	no	NA
1239	Staphylococcus capitis	N179_BC07	s_5315	2592843	2544883	Aac6-Aph2;MECA;VgaA;	HIGH_QUAL	no	NA
1240	Staphylococcus capitis	N107_BC05	s_5158	2503511	1466410	Aac6-Aph2;	HIGH_QUAL	no	NA
1241	Staphylococcus capitis	N132_BC09	s_5224	2737414	2012603	MECA;Aac6-Aph2;Aac6-Aph2;VgaA;	HIGH_QUAL	no	NA
1242	Acinetobacter baumannii	N126_BC05	s_220	3919913	3880976	MsrE;OXA-23;OXA-51;CARB-5;MphE;ArmA;Zn-dependent;BlaA2;Mbl;ADC;ADC;BlaA1;	HIGH_QUAL	no	NA
1243	Staphylococcus capitis	N169_BC09	s_5299	2460161	1751908	MECA;Aac6-Aph2;	HIGH_QUAL	no	NA
1244	Staphylococcus capitis	N132_BC06	s_5223	2405763	1593396	ErmA;Spc;MECA;AadD;ErmA;Spc;	HIGH_QUAL	no	NA
1245	Staphylococcus capitis	N216_BC06	s_5385	2703986	2638321	AadD;Spc;Spc;ErmA;ErmA;MECA;Aac6-Aph2;DfrC;	HIGH_QUAL	no	NA
1246	Staphylococcus capitis	N106_BC09	s_5157	2549257	2523890	Aac6-Aph2;MECA;	HIGH_QUAL	no	NA
1247	Staphylococcus capitis	N199_BC09	s_5359	2550083	365814	Aac6-Aph2;MECA;	HIGH_QUAL	no	NA
1248	Staphylococcus capitis	N191_BC02	s_5347	2350663	214734	Aac6-Aph2;BlaZ;	HIGH_QUAL	no	NA
1249	Staphylococcus capitis	N111_BC06	s_5168	2610548	1384836	Spc;Spc;AadD;ErmA;MECA;ErmA;Aac6-Aph2;DfrC;Spc;ErmA;ErmA;	HIGH_QUAL	no	NA
1250	Staphylococcus capitis	N109_BC01	s_5164	2546274	2520937	MECA;Aac6-Aph2;	HIGH_QUAL	no	NA
1251	Staphylococcus capitis	N172_BC08	s_5302	2746624	2528332	MECA;Aac6-Aph2;	HIGH_QUAL	no	NA
1252	Acinetobacter baumannii	N213_BC08	s_316	3962447	3923087	OXA-51;Zn-dependent;Mbl;BlaA2;ADC;	HIGH_QUAL	no	NA
1253	Staphylococcus capitis	N123_BC12	s_5198	2476743	685643	Far1;Aac6-Aph2;MECA;	HIGH_QUAL	no	NA
1254	Acinetobacter baumannii	N201_BC05	s_299	3773126	662503	OXA-51;MsrE;MphE;ArmA;Zn-dependent;CARB-5;Mbl;ADC;BlaA1;OXA-23;OXA-23;ADC;Tet-39;BlaA2;	HIGH_QUAL	no	NA
1255	Staphylococcus capitis	N154_BC08	s_5269	2552938	2509067	Aac6-Aph2;MECA;	HIGH_QUAL	no	NA
1256	Staphylococcus capitis	N199_BC10	s_5360	2593390	2567587	MECA;Aac6-Aph2;	HIGH_QUAL	no	NA
1257	Staphylococcus hominis	N173_BC03	s_6856	2327885	1304758	MECA;Aac6-Aph2;	HIGH_QUAL	no	NA
1258	Staphylococcus hominis	N134_BC11	s_6765	2335683	2277910	MsrA;MECA;Aac6-Aph2;	HIGH_QUAL	no	NA
1259	Staphylococcus capitis	N155_BC04	s_5270	2520304	2280521	Aac6-Aph2;MECA;	HIGH_QUAL	no	NA
1260	Staphylococcus capitis	N109_BC02	s_5165	2548776	2523413	MECA;Aac6-Aph2;	HIGH_QUAL	no	NA
1261	Staphylococcus hominis	N143_BC10	s_6779	2086669	102236	MsrA;MECA;Aac6-Aph2;	MEDIUM_QUAL	no	NA
1262	Staphylococcus hominis	N135_BC02	s_6768	1445691	54111		MEDIUM_QUAL	no	NA
1263	Staphylococcus capitis	N181_BC10	s_5324	2482979	1420973	MECA;VgaA;Aac6-Aph2;	HIGH_QUAL	no	NA
1264	Staphylococcus hominis	N113_BC07	s_6687	2373822	1279602	MECA;TetL;BlaZ;ErmC;	HIGH_QUAL	no	NA
1265	Staphylococcus capitis	N143_BC03	s_5245	2561668	1481299	Aac6-Aph2;	HIGH_QUAL	no	NA
1266	Staphylococcus hominis	N207_BC04	s_6933	2287713	1858661	MsrA;Aac6-Aph2;MECA;BlaZ;	HIGH_QUAL	no	NA
1267	Staphylococcus hominis	N113_BC02	s_6684	2435991	255636	BlaZ;	HIGH_QUAL	no	NA
1268	Staphylococcus capitis	N209_BC04	s_5376	2596280	2548206	MECA;Aac6-Aph2;	HIGH_QUAL	no	NA
1269	Staphylococcus capitis	N187_BC10	s_5332	2568882	2543322	Aac6-Aph2;MECA;BlaZ;	HIGH_QUAL	no	NA
1270	Staphylococcus capitis	N191_BC01	s_5346	2677035	2650402	Spc;Spc;AadD;ErmA;ErmA;MECA;Aac6-Aph2;DfrC;	HIGH_QUAL	no	NA
1271	Staphylococcus capitis	N180_BC08	s_5318	1443757	43915	MECA;	MEDIUM_QUAL	no	NA
1272	Staphylococcus capitis	N155_BC11	s_5271	2510893	2485907	Aac6-Aph2;MECA;	HIGH_QUAL	no	NA
1273	Staphylococcus capitis	N158_BC11	s_5276	2574207	2548592	MECA;Aac6-Aph2;Far1;VgaA;	HIGH_QUAL	no	NA
1274	Staphylococcus capitis	N189_BC10	s_5343	2737063	2246584	Aac6-Aph2;MECA;	HIGH_QUAL	no	NA
1275	Staphylococcus hominis	N160_BC10	s_6833	2164869	72778	MECA;BlaZ;	MEDIUM_QUAL	no	NA
1276	Staphylococcus capitis	N117_BC07	s_5184	2518918	2272458	Aac6-Aph2;MECA;	HIGH_QUAL	no	NA
1277	Staphylococcus hominis	N176_BC05	s_6863	2267924	354969	MECA;Aac6-Aph2;Dfr;BlaZ;	HIGH_QUAL	no	NA
1278	Staphylococcus capitis	N255_barcode17	s_5423	2553594	2528179	NONE	HIGH_QUAL	no	NA
1279	Staphylococcus capitis	N103_BC05	s_5149	2391600	1297405	AadD;ErmA;MECA;Spc;ErmA;	HIGH_QUAL	no	NA
1280	Staphylococcus capitis	N135_BC05	s_5233	2545395	2520068	Aac6-Aph2;MECA;	HIGH_QUAL	no	NA
1281	Staphylococcus capitis	N163_BC01	s_5281	2685982	2633225	Spc;AadD;Spc;ErmA;ErmA;MECA;Aac6-Aph2;DfrC;	HIGH_QUAL	no	NA
1282	Staphylococcus capitis	N239_BC08	s_5417	2533415	1281571	MECA;Spc;ErmA;	HIGH_QUAL	no	NA
1283	Staphylococcus hominis	N102_BC09	s_6666	2276073	2003283	MECA;	HIGH_QUAL	no	NA
1284	Staphylococcus capitis	N197_BC08	s_5358	2640042	2543246	VgaA;MECA;Aac6-Aph2;VgaA;	HIGH_QUAL	no	NA
1285	Staphylococcus capitis	N152_BC07	s_5260	2493115	245518		HIGH_QUAL	no	NA
1286	Staphylococcus hominis	N154_BC06	s_6815	2285694	440677	BlaZ;TetK;TetK;MECA;	HIGH_QUAL	no	NA
1287	Staphylococcus capitis	N238_BC09	s_5416	2548140	2497302	Aac6-Aph2;MECA;	HIGH_QUAL	no	NA
1288	Staphylococcus hominis	N117_BC04	s_6702	2580476	1476492		HIGH_QUAL	no	NA
1289	Staphylococcus capitis	N135_BC01	s_5230	2566634	743067	Spc;ErmA;ErmA;AadD;Spc;MECA;TetK;TetK;	HIGH_QUAL	no	NA
1290	Staphylococcus capitis	N194_BC08	s_5354	2593425	2528124	Aac6-Aph2;Far1;MECA;	HIGH_QUAL	no	NA
1291	Staphylococcus capitis	N124_BC01	s_5199	2566742	694997	Aac6-Aph2;MECA;MECA;	HIGH_QUAL	no	NA
1292	Staphylococcus capitis	N228_BC07	s_5400	2540863	2515578	MECA;Aac6-Aph2;	HIGH_QUAL	no	NA
1293	Staphylococcus capitis	N103_BC07	s_5151	2668562	2102197	MECA;Spc;AadD;ErmA;Spc;MECA;ErmA;TetK;	HIGH_QUAL	no	NA
1294	Staphylococcus hominis	N117_BC11	s_6703	2885262	619227	MsrA;	HIGH_QUAL	no	NA
1295	Staphylococcus hominis	N135_BC01	s_6767	2376578	2317121	BlaZ;TetK;	HIGH_QUAL	no	NA
1296	Staphylococcus capitis	N189_BC09	s_5342	2597231	2225227	Aac6-Aph2;MECA;	HIGH_QUAL	no	NA
1297	Staphylococcus hominis	N199_BC02	s_6922	2348327	1396961	TetK;MECA;BlaZ;	HIGH_QUAL	no	NA
1298	Staphylococcus capitis	N150_BC09	s_5258	2389843	67981		HIGH_QUAL	no	NA
1299	Staphylococcus capitis	N212_BC04	s_5380	1699992	91181	MECA;Far1;Far1;	MEDIUM_QUAL	no	NA
1300	Staphylococcus hominis	N120_BC12	s_6715	1953915	77858		MEDIUM_QUAL	no	NA
