genomeID	lib	Species	length	n50	genome_quality	Illumina_Library_ID	Sample_ID.x	Culturing_Sample_ID	Antibiotics	Sample_ID.y	Cubicle_room	Sample_type	Material	Human_Traffic	timept	Room_type	bed_number
s_4539	N164_BC02	Staphylococcus_aureus	2978868	2949248	HIGH_QUAL	WEE192	HMBR004_02	HMBR006_02	AMP	HMBR004	Cubicle_1	Bed_Rail	Plastic	Empty	2	MDRO_cubicles	2
s_4540	N164_BC03	Staphylococcus_aureus	2977114	2947510	HIGH_QUAL	WEE192	HMBR004_02	HMBR006_02	KAN	HMBR004	Cubicle_1	Bed_Rail	Plastic	Empty	2	MDRO_cubicles	2
s_888	N164_BC04	Bacillus_cereus	5277703	4694157	HIGH_QUAL	WEE192	HMBR004_02	HMBR006_02	TET	HMBR004	Cubicle_1	Bed_Rail	Plastic	Empty	2	MDRO_cubicles	2
s_4541	N164_BC04	Staphylococcus_aureus	2819297	217338	HIGH_QUAL	WEE192	HMBR004_02	HMBR006_02	TET	HMBR004	Cubicle_1	Bed_Rail	Plastic	Empty	2	MDRO_cubicles	2
s_4205	N164_BC05	Serratia_sp.	3928869	2998838	HIGH_QUAL	WEE336	HMST027_02	HMST029_02	AMP	HMST027	Cubicle_4	Sink_Trap	Metal	Moderate_(2-5)	2	Non-cohort_cubicles	NA
s_4134	N164_BC05	Serratia_marcescens	2945175	340360	MEDIUM_QUAL	WEE336	HMST027_02	HMST029_02	AMP	HMST027	Cubicle_4	Sink_Trap	Metal	Moderate_(2-5)	2	Non-cohort_cubicles	NA
s_2780	N164_BC06	Elizabethkingia_anophelis	4282863	4214106	HIGH_QUAL	WEE336	HMST027_02	HMST029_02	CHLOR	HMST027	Cubicle_4	Sink_Trap	Metal	Moderate_(2-5)	2	Non-cohort_cubicles	NA
s_4135	N164_BC07	Serratia_marcescens	5316407	5241182	HIGH_QUAL	WEE336	HMST027_02	HMST029_02	KAN	HMST027	Cubicle_4	Sink_Trap	Metal	Moderate_(2-5)	2	Non-cohort_cubicles	NA
s_2781	N164_BC07	Elizabethkingia_anophelis	2966192	59018	MEDIUM_QUAL	WEE336	HMST027_02	HMST029_02	KAN	HMST027	Cubicle_4	Sink_Trap	Metal	Moderate_(2-5)	2	Non-cohort_cubicles	NA
s_4136	N164_BC08	Serratia_marcescens	5549424	5494351	MEDIUM_QUAL	WEE336	HMST027_02	HMST029_02	STREP	HMST027	Cubicle_4	Sink_Trap	Metal	Moderate_(2-5)	2	Non-cohort_cubicles	NA
s_4137	N164_BC09	Serratia_marcescens	3342011	498779	MEDIUM_QUAL	WEE336	HMST027_02	HMST029_02	TET	HMST027	Cubicle_4	Sink_Trap	Metal	Moderate_(2-5)	2	Non-cohort_cubicles	NA
s_4206	N164_BC09	Serratia_sp.	3342846	2387296	HIGH_QUAL	WEE336	HMST027_02	HMST029_02	TET	HMST027	Cubicle_4	Sink_Trap	Metal	Moderate_(2-5)	2	Non-cohort_cubicles	NA
s_412	N164_BC10	Acinetobacter_nosocomialis	4093001	4052350	HIGH_QUAL	WEE069	HMCT025_02	HMCT027_02	CHLOR	HMCT025	Cubicle_2	Cardiac_Table	Metal_and_Wood	Moderate_(2-5)	2	MDRO_cubicles	4
s_5288	N164_BC11	Staphylococcus_epidermidis	2616107	2590078	HIGH_QUAL	WEE069	HMCT025_02	HMCT027_02	KAN	HMCT025	Cubicle_2	Cardiac_Table	Metal_and_Wood	Moderate_(2-5)	2	MDRO_cubicles	4
s_4915	N164_BC11	Staphylococcus_capitis	2558415	2496519	HIGH_QUAL	WEE069	HMCT025_02	HMCT027_02	KAN	HMCT025	Cubicle_2	Cardiac_Table	Metal_and_Wood	Moderate_(2-5)	2	MDRO_cubicles	4
s_413	N164_BC12	Acinetobacter_nosocomialis	4086232	3178302	HIGH_QUAL	WEE069	HMCT025_02	HMCT027_02	STREP	HMCT025	Cubicle_2	Cardiac_Table	Metal_and_Wood	Moderate_(2-5)	2	MDRO_cubicles	4
s_4138	N165_BC01	Serratia_marcescens	2540132	278172	MEDIUM_QUAL	WEE346	HMST027	HMST029	AMP	HMST027	Cubicle_4	Sink_Trap	Metal	Empty	1	Non-cohort_cubicles	NA
s_4207	N165_BC01	Serratia_sp.	2490640	167943	HIGH_QUAL	WEE346	HMST027	HMST029	AMP	HMST027	Cubicle_4	Sink_Trap	Metal	Empty	1	Non-cohort_cubicles	NA
s_3777	N165_BC01	Pseudomonas_aeruginosa	4770408	951494	MEDIUM_QUAL	WEE346	HMST027	HMST029	AMP	HMST027	Cubicle_4	Sink_Trap	Metal	Empty	1	Non-cohort_cubicles	NA
s_3945	N165_BC01	Pseudomonas_sp.	2332911	1845119	MEDIUM_QUAL	WEE346	HMST027	HMST029	AMP	HMST027	Cubicle_4	Sink_Trap	Metal	Empty	1	Non-cohort_cubicles	NA
s_4542	N165_BC03	Staphylococcus_aureus	2955543	131006	HIGH_QUAL	WEE071	HMBL028_02	HMBL030_02	KAN	HMBL028	Cubicle_2	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	5
s_4916	N165_BC03	Staphylococcus_capitis	2561618	145904	HIGH_QUAL	WEE071	HMBL028_02	HMBL030_02	KAN	HMBL028	Cubicle_2	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	5
s_414	N165_BC04	Acinetobacter_nosocomialis	4104456	4063692	HIGH_QUAL	WEE069	HMCT025_02	HMCT027_02	AMP	HMCT025	Cubicle_2	Cardiac_Table	Metal_and_Wood	Moderate_(2-5)	2	MDRO_cubicles	4
s_4917	N165_BC05	Staphylococcus_capitis	2644892	2618579	HIGH_QUAL	WEE069	HMCT025_02	HMCT027_02	TET	HMCT025	Cubicle_2	Cardiac_Table	Metal_and_Wood	Moderate_(2-5)	2	MDRO_cubicles	4
s_4918	N165_BC06	Staphylococcus_capitis	2664693	2638184	HIGH_QUAL	WEE324	HMCT112_02	HMCT114_02	KAN	HMCT112	Cubicle_4	Cardiac_Table	Metal_and_Wood	Empty	2	Non-cohort_cubicles	3
s_5849	N165_BC07	Staphylococcus_haemolyticus	2653523	90556	HIGH_QUAL	WEE186	HMBL094_02	HMBL096_02	AMP	HMBL094	Cubicle_3	Bedside_Locker	Wood	Empty	2	Non-cohort_cubicles	2
s_4544	N165_BC07	Staphylococcus_aureus	3076276	3027804	HIGH_QUAL	WEE186	HMBL094_02	HMBL096_02	AMP	HMBL094	Cubicle_3	Bedside_Locker	Wood	Empty	2	Non-cohort_cubicles	2
s_3548	N165_BC07	Lactococcus_garvieae	1492877	881248	MEDIUM_QUAL	WEE186	HMBL094_02	HMBL096_02	AMP	HMBL094	Cubicle_3	Bedside_Locker	Wood	Empty	2	Non-cohort_cubicles	2
s_889	N165_BC07	Bacillus_cereus	4366075	299681	MEDIUM_QUAL	WEE186	HMBL094_02	HMBL096_02	AMP	HMBL094	Cubicle_3	Bedside_Locker	Wood	Empty	2	Non-cohort_cubicles	2
s_4545	N165_BC08	Staphylococcus_aureus	2936809	2895029	HIGH_QUAL	WEE186	HMBL094_02	HMBL096_02	KAN	HMBL094	Cubicle_3	Bedside_Locker	Wood	Empty	2	Non-cohort_cubicles	2
s_5851	N165_BC09	Staphylococcus_haemolyticus	2417475	91403	HIGH_QUAL	WEE186	HMBL094_02	HMBL096_02	TET	HMBL094	Cubicle_3	Bedside_Locker	Wood	Empty	2	Non-cohort_cubicles	2
s_4546	N165_BC09	Staphylococcus_aureus	2931760	2890343	HIGH_QUAL	WEE186	HMBL094_02	HMBL096_02	TET	HMBL094	Cubicle_3	Bedside_Locker	Wood	Empty	2	Non-cohort_cubicles	2
s_5292	N165_BC09	Staphylococcus_epidermidis	2374297	151067	HIGH_QUAL	WEE186	HMBL094_02	HMBL096_02	TET	HMBL094	Cubicle_3	Bedside_Locker	Wood	Empty	2	Non-cohort_cubicles	2
s_2726	N165_BC10	Delftia_tsuruhatensis	6879027	6810791	HIGH_QUAL	WEE240	HMA033_02	HMA035_02	AMP	HMA033	Room_2	Aerator	Metal	Empty	2	Isolation_rooms	NA
s_2727	N165_BC11	Delftia_tsuruhatensis	6836676	6768860	HIGH_QUAL	WEE240	HMA033_02	HMA035_02	KAN	HMA033	Room_2	Aerator	Metal	Empty	2	Isolation_rooms	NA
s_2728	N165_BC12	Delftia_tsuruhatensis	6884972	6793483	HIGH_QUAL	WEE240	HMA033_02	HMA035_02	STREP	HMA033	Room_2	Aerator	Metal	Empty	2	Isolation_rooms	NA
s_5852	N166_BC03	Staphylococcus_haemolyticus	2640650	2614379	HIGH_QUAL	WEE217	HMP010_02	HMP012_02	AMP	HMP010	Cubicle_4	Pulse_Oxymeter	Rubber	Empty	2	MDRO_cubicles	NA
s_5049	N166_BC04	Staphylococcus_cohnii	2598762	2572904	HIGH_QUAL	WEE217	HMP010_02	HMP012_02	CHLOR	HMP010	Cubicle_4	Pulse_Oxymeter	Rubber	Empty	2	MDRO_cubicles	NA
s_4547	N166_BC05	Staphylococcus_aureus	3033734	612784	HIGH_QUAL	WEE217	HMP010_02	HMP012_02	STREP	HMP010	Cubicle_4	Pulse_Oxymeter	Rubber	Empty	2	MDRO_cubicles	NA
s_5293	N166_BC05	Staphylococcus_epidermidis	2441037	256986	HIGH_QUAL	WEE217	HMP010_02	HMP012_02	STREP	HMP010	Cubicle_4	Pulse_Oxymeter	Rubber	Empty	2	MDRO_cubicles	NA
s_5294	N166_BC06	Staphylococcus_epidermidis	2718813	2590742	HIGH_QUAL	WEE217	HMP010_02	HMP012_02	KAN	HMP010	Cubicle_4	Pulse_Oxymeter	Rubber	Empty	2	MDRO_cubicles	NA
s_4548	N166_BC06	Staphylococcus_aureus	2994588	2964812	HIGH_QUAL	WEE217	HMP010_02	HMP012_02	KAN	HMP010	Cubicle_4	Pulse_Oxymeter	Rubber	Empty	2	MDRO_cubicles	NA
s_5853	N166_BC06	Staphylococcus_haemolyticus	2604017	2578109	HIGH_QUAL	WEE217	HMP010_02	HMP012_02	KAN	HMP010	Cubicle_4	Pulse_Oxymeter	Rubber	Empty	2	MDRO_cubicles	NA
s_4549	N166_BC07	Staphylococcus_aureus	2988443	2958727	HIGH_QUAL	WEE217	HMP010_02	HMP012_02	TET	HMP010	Cubicle_4	Pulse_Oxymeter	Rubber	Empty	2	MDRO_cubicles	NA
s_5854	N166_BC08	Staphylococcus_haemolyticus	2571054	2545472	HIGH_QUAL	WEE060	HMCT016_02	HMCT018_02	AMP	HMCT016	Cubicle_2	Cardiac_Table	Metal	Empty	2	MDRO_cubicles	1
s_5295	N166_BC08	Staphylococcus_epidermidis	2742217	2664127	HIGH_QUAL	WEE060	HMCT016_02	HMCT018_02	AMP	HMCT016	Cubicle_2	Cardiac_Table	Metal	Empty	2	MDRO_cubicles	1
s_5296	N166_BC09	Staphylococcus_epidermidis	2697489	2641715	HIGH_QUAL	WEE060	HMCT016_02	HMCT018_02	CHLOR	HMCT016	Cubicle_2	Cardiac_Table	Metal	Empty	2	MDRO_cubicles	1
s_5297	N166_BC10	Staphylococcus_epidermidis	2708610	2643283	HIGH_QUAL	WEE060	HMCT016_02	HMCT018_02	KAN	HMCT016	Cubicle_2	Cardiac_Table	Metal	Empty	2	MDRO_cubicles	1
s_5856	N166_BC10	Staphylococcus_haemolyticus	2566742	2541202	HIGH_QUAL	WEE060	HMCT016_02	HMCT018_02	KAN	HMCT016	Cubicle_2	Cardiac_Table	Metal	Empty	2	MDRO_cubicles	1
s_5857	N166_BC11	Staphylococcus_haemolyticus	2542646	2517346	HIGH_QUAL	WEE060	HMCT016_02	HMCT018_02	STREP	HMCT016	Cubicle_2	Cardiac_Table	Metal	Empty	2	MDRO_cubicles	1
s_5298	N166_BC11	Staphylococcus_epidermidis	2718200	2663522	HIGH_QUAL	WEE060	HMCT016_02	HMCT018_02	STREP	HMCT016	Cubicle_2	Cardiac_Table	Metal	Empty	2	MDRO_cubicles	1
s_5299	N166_BC12	Staphylococcus_epidermidis	2699019	2640945	HIGH_QUAL	WEE060	HMCT016_02	HMCT018_02	TET	HMCT016	Cubicle_2	Cardiac_Table	Metal	Empty	2	MDRO_cubicles	1
s_5858	N166_BC12	Staphylococcus_haemolyticus	2569948	2544377	HIGH_QUAL	WEE060	HMCT016_02	HMCT018_02	TET	HMCT016	Cubicle_2	Cardiac_Table	Metal	Empty	2	MDRO_cubicles	1
s_2783	N167_BC01	Elizabethkingia_anophelis	4428846	4372660	HIGH_QUAL	WEE137	HMA018_02	HMA020_02	AMP	HMA018	Cubicle_1	Aerator	Metal	Empty	2	Non-cohort_cubicles	NA
s_4208	N167_BC01	Serratia_sp.	2971988	188691	HIGH_QUAL	WEE137	HMA018_02	HMA020_02	AMP	HMA018	Cubicle_1	Aerator	Metal	Empty	2	Non-cohort_cubicles	NA
s_2913	N167_BC02	Elizabethkingia_miricola	3793843	3673552	HIGH_QUAL	WEE137	HMA018_02	HMA020_02	KAN	HMA018	Cubicle_1	Aerator	Metal	Empty	2	Non-cohort_cubicles	NA
s_4209	N167_BC02	Serratia_sp.	4267879	3348083	HIGH_QUAL	WEE137	HMA018_02	HMA020_02	KAN	HMA018	Cubicle_1	Aerator	Metal	Empty	2	Non-cohort_cubicles	NA
s_4210	N167_BC03	Serratia_sp.	5616443	5540820	HIGH_QUAL	WEE137	HMA018_02	HMA020_02	STREP	HMA018	Cubicle_1	Aerator	Metal	Empty	2	Non-cohort_cubicles	NA
s_2914	N167_BC04	Elizabethkingia_miricola	4404662	4360925	HIGH_QUAL	WEE137	HMA018_02	HMA020_02	TET	HMA018	Cubicle_1	Aerator	Metal	Empty	2	Non-cohort_cubicles	NA
s_5860	N167_BC06	Staphylococcus_haemolyticus	2674267	2647665	HIGH_QUAL	WEE216	HMBR043_02	HMBR045_02	CHLOR	HMBR043	Cubicle_3	Bed_Rail	Plastic	Low_(less_than_2)	2	MDRO_cubicles	5
s_4920	N167_BC07	Staphylococcus_capitis	2552045	1291696	HIGH_QUAL	WEE216	HMBR043_02	HMBR045_02	KAN	HMBR043	Cubicle_3	Bed_Rail	Plastic	Low_(less_than_2)	2	MDRO_cubicles	5
s_890	N167_BC08	Bacillus_cereus	5537465	4301189	HIGH_QUAL	WEE216	HMBR043_02	HMBR045_02	STREP	HMBR043	Cubicle_3	Bed_Rail	Plastic	Low_(less_than_2)	2	MDRO_cubicles	5
s_2787	N167_BC10	Elizabethkingia_anophelis	4300522	4257815	HIGH_QUAL	WEE358	HMA021_02	HMA023_02	STREP	HMA021	Cubicle_2	Aerator	Metal	Moderate_(2-5)	2	Non-cohort_cubicles	NA
s_61	N167_BC11	Achromobacter_sp.	6681224	340971	HIGH_QUAL	WEE358	HMA021_02	HMA023_02	TET	HMA021	Cubicle_2	Aerator	Metal	Moderate_(2-5)	2	Non-cohort_cubicles	NA
s_4141	N167_BC12	Serratia_marcescens	5361472	5308263	HIGH_QUAL	WEE249	HMST007_02	HMST009_02	AMP	HMST007	Cubicle_3	Sink_Trap	Metal	Empty	2	MDRO_cubicles	NA
s_2689	N168_BC01	Cupriavidus_sp.	2066359	32913	MEDIUM_QUAL	WEE249	HMST007_02	HMST009_02	CHLOR	HMST007	Cubicle_3	Sink_Trap	Metal	Empty	2	MDRO_cubicles	NA
s_63	N168_BC02	Achromobacter_sp.	6488544	299198	HIGH_QUAL	WEE249	HMST007_02	HMST009_02	STREP	HMST007	Cubicle_3	Sink_Trap	Metal	Empty	2	MDRO_cubicles	NA
s_4142	N168_BC02	Serratia_marcescens	5316229	4484214	HIGH_QUAL	WEE249	HMST007_02	HMST009_02	STREP	HMST007	Cubicle_3	Sink_Trap	Metal	Empty	2	MDRO_cubicles	NA
s_4143	N168_BC03	Serratia_marcescens	5293779	5241239	HIGH_QUAL	WEE249	HMST007_02	HMST009_02	TET	HMST007	Cubicle_3	Sink_Trap	Metal	Empty	2	MDRO_cubicles	NA
s_64	N168_BC03	Achromobacter_sp.	6846762	5760508	HIGH_QUAL	WEE249	HMST007_02	HMST009_02	TET	HMST007	Cubicle_3	Sink_Trap	Metal	Empty	2	MDRO_cubicles	NA
s_5863	N168_BC06	Staphylococcus_haemolyticus	2666287	2606808	HIGH_QUAL	WEE238	HMBR124_02	HMBR126_02	STREP	HMBR124	Room_2	Bed_Rail	Plastic	Empty	2	Isolation_rooms	NA
s_891	N168_BC08	Bacillus_cereus	5213579	5161833	HIGH_QUAL	WEE325	HMBR094_02	HMBR096_02	AMP	HMBR094	Cubicle_3	Bed_Rail	Metal	Empty	2	Non-cohort_cubicles	2
s_6689	N168_BC08	Staphylococcus_succinus	2982197	2859543	HIGH_QUAL	WEE325	HMBR094_02	HMBR096_02	AMP	HMBR094	Cubicle_3	Bed_Rail	Metal	Empty	2	Non-cohort_cubicles	2
s_5866	N168_BC09	Staphylococcus_haemolyticus	2597917	2572068	HIGH_QUAL	WEE325	HMBR094_02	HMBR096_02	KAN	HMBR094	Cubicle_3	Bed_Rail	Metal	Empty	2	Non-cohort_cubicles	2
s_4554	N168_BC10	Staphylococcus_aureus	2618243	598819	HIGH_QUAL	WEE124	HMP001_02	HMP003_02	AMP	HMP001	Cubicle_1	Pulse_Oxymeter	Rubber	Empty	2	MDRO_cubicles	NA
s_5867	N168_BC10	Staphylococcus_haemolyticus	2718920	326454	HIGH_QUAL	WEE124	HMP001_02	HMP003_02	AMP	HMP001	Cubicle_1	Pulse_Oxymeter	Rubber	Empty	2	MDRO_cubicles	NA
s_5868	N168_BC11	Staphylococcus_haemolyticus	2557083	1129425	HIGH_QUAL	WEE124	HMP001_02	HMP003_02	CHLOR	HMP001	Cubicle_1	Pulse_Oxymeter	Rubber	Empty	2	MDRO_cubicles	NA
s_5302	N168_BC12	Staphylococcus_epidermidis	2009504	127613	MEDIUM_QUAL	WEE124	HMP001_02	HMP003_02	KAN	HMP001	Cubicle_1	Pulse_Oxymeter	Rubber	Empty	2	MDRO_cubicles	NA
s_5870	N169_BC01	Staphylococcus_haemolyticus	2792259	365990	HIGH_QUAL	WEE124	HMP001_02	HMP003_02	TET	HMP001	Cubicle_1	Pulse_Oxymeter	Rubber	Empty	2	MDRO_cubicles	NA
s_895	N169_BC02	Bacillus_cereus	2548313	141069	MEDIUM_QUAL	WEE122	HMCT088_02	HMCT090_02	AMP	HMCT088	Cubicle_2	Cardiac_Table	Metal_and_Wood	Empty	2	Non-cohort_cubicles	5
s_5872	N169_BC03	Staphylococcus_haemolyticus	2698924	2672078	HIGH_QUAL	WEE122	HMCT088_02	HMCT090_02	KAN	HMCT088	Cubicle_2	Cardiac_Table	Metal_and_Wood	Empty	2	Non-cohort_cubicles	5
s_4924	N169_BC03	Staphylococcus_capitis	2640213	746334	HIGH_QUAL	WEE122	HMCT088_02	HMCT090_02	KAN	HMCT088	Cubicle_2	Cardiac_Table	Metal_and_Wood	Empty	2	Non-cohort_cubicles	5
s_5873	N169_BC04	Staphylococcus_haemolyticus	2701879	2675000	HIGH_QUAL	WEE122	HMCT088_02	HMCT090_02	STREP	HMCT088	Cubicle_2	Cardiac_Table	Metal_and_Wood	Empty	2	Non-cohort_cubicles	5
s_6346	N169_BC05	Staphylococcus_hominis	2360529	2337029	HIGH_QUAL	WEE122	HMCT088_02	HMCT090_02	TET	HMCT088	Cubicle_2	Cardiac_Table	Metal_and_Wood	Empty	2	Non-cohort_cubicles	5
s_6768	N169_BC06	Stenotrophomonas_maltophilia	3281105	3248493	MEDIUM_QUAL	WEE073	HMCT028_02	HMCT030_02	AMP	HMCT028	Cubicle_2	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_cubicles	5
s_6769	N169_BC07	Stenotrophomonas_maltophilia	4739656	4692601	HIGH_QUAL	WEE073	HMCT028_02	HMCT030_02	CHLOR	HMCT028	Cubicle_2	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_cubicles	5
s_5306	N169_BC07	Staphylococcus_epidermidis	2730919	1556398	HIGH_QUAL	WEE073	HMCT028_02	HMCT030_02	CHLOR	HMCT028	Cubicle_2	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_cubicles	5
s_4925	N169_BC07	Staphylococcus_capitis	2488537	846803	HIGH_QUAL	WEE073	HMCT028_02	HMCT030_02	CHLOR	HMCT028	Cubicle_2	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_cubicles	5
s_6770	N169_BC08	Stenotrophomonas_maltophilia	4719669	4242119	HIGH_QUAL	WEE073	HMCT028_02	HMCT030_02	STREP	HMCT028	Cubicle_2	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_cubicles	5
s_5307	N169_BC08	Staphylococcus_epidermidis	1259473	50489	MEDIUM_QUAL	WEE073	HMCT028_02	HMCT030_02	STREP	HMCT028	Cubicle_2	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_cubicles	5
s_4927	N169_BC09	Staphylococcus_capitis	2460161	1751908	HIGH_QUAL	WEE073	HMCT028_02	HMCT030_02	TET	HMCT028	Cubicle_2	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_cubicles	5
s_6771	N169_BC09	Stenotrophomonas_maltophilia	4761594	4693658	HIGH_QUAL	WEE073	HMCT028_02	HMCT030_02	TET	HMCT028	Cubicle_2	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_cubicles	5
s_4557	N169_BC10	Staphylococcus_aureus	2960694	1155477	HIGH_QUAL	WEE114	HMCT085_02	HMCT087_02	AMP	HMCT085	Cubicle_2	Cardiac_Table	Metal_and_Wood	Moderate_(2-5)	2	Non-cohort_cubicles	4
s_896	N169_BC10	Bacillus_cereus	5240575	1004338	HIGH_QUAL	WEE114	HMCT085_02	HMCT087_02	AMP	HMCT085	Cubicle_2	Cardiac_Table	Metal_and_Wood	Moderate_(2-5)	2	Non-cohort_cubicles	4
s_5309	N169_BC10	Staphylococcus_epidermidis	2465433	273545	HIGH_QUAL	WEE114	HMCT085_02	HMCT087_02	AMP	HMCT085	Cubicle_2	Cardiac_Table	Metal_and_Wood	Moderate_(2-5)	2	Non-cohort_cubicles	4
s_5875	N169_BC11	Staphylococcus_haemolyticus	2588951	2563191	HIGH_QUAL	WEE114	HMCT085_02	HMCT087_02	CHLOR	HMCT085	Cubicle_2	Cardiac_Table	Metal_and_Wood	Moderate_(2-5)	2	Non-cohort_cubicles	4
s_5310	N169_BC12	Staphylococcus_epidermidis	2707831	1441089	HIGH_QUAL	WEE114	HMCT085_02	HMCT087_02	KAN	HMCT085	Cubicle_2	Cardiac_Table	Metal_and_Wood	Moderate_(2-5)	2	Non-cohort_cubicles	4
s_6719	N169_BC12	Staphylococcus_warneri	2564990	2539468	HIGH_QUAL	WEE114	HMCT085_02	HMCT087_02	KAN	HMCT085	Cubicle_2	Cardiac_Table	Metal_and_Wood	Moderate_(2-5)	2	Non-cohort_cubicles	4
s_3621	N170_BC01	Lysinibacillus_sp.	5097062	3011210	MEDIUM_QUAL	WEE114	HMCT085_02	HMCT087_02	STREP	HMCT085	Cubicle_2	Cardiac_Table	Metal_and_Wood	Moderate_(2-5)	2	Non-cohort_cubicles	4
s_1719	N170_BC01	Bacillus_subtilis	4258809	4216516	HIGH_QUAL	WEE114	HMCT085_02	HMCT087_02	STREP	HMCT085	Cubicle_2	Cardiac_Table	Metal_and_Wood	Moderate_(2-5)	2	Non-cohort_cubicles	4
s_5876	N170_BC02	Staphylococcus_haemolyticus	2664781	2573639	HIGH_QUAL	WEE114	HMCT085_02	HMCT087_02	TET	HMCT085	Cubicle_2	Cardiac_Table	Metal_and_Wood	Moderate_(2-5)	2	Non-cohort_cubicles	4
s_897	N170_BC02	Bacillus_cereus	5220493	1297124	HIGH_QUAL	WEE114	HMCT085_02	HMCT087_02	TET	HMCT085	Cubicle_2	Cardiac_Table	Metal_and_Wood	Moderate_(2-5)	2	Non-cohort_cubicles	4
s_6720	N170_BC02	Staphylococcus_warneri	1970628	113378	MEDIUM_QUAL	WEE114	HMCT085_02	HMCT087_02	TET	HMCT085	Cubicle_2	Cardiac_Table	Metal_and_Wood	Moderate_(2-5)	2	Non-cohort_cubicles	4
s_5312	N170_BC02	Staphylococcus_epidermidis	2719061	2619959	HIGH_QUAL	WEE114	HMCT085_02	HMCT087_02	TET	HMCT085	Cubicle_2	Cardiac_Table	Metal_and_Wood	Moderate_(2-5)	2	Non-cohort_cubicles	4
s_65	N170_BC04	Achromobacter_sp.	6611113	948207	HIGH_QUAL	WEE125	HMA001_02	HMA003_02	AMP	HMA001	Cubicle_1	Aerator	Metal	Empty	2	MDRO_cubicles	NA
s_2789	N170_BC04	Elizabethkingia_anophelis	4346084	4263321	HIGH_QUAL	WEE125	HMA001_02	HMA003_02	AMP	HMA001	Cubicle_1	Aerator	Metal	Empty	2	MDRO_cubicles	NA
s_66	N170_BC05	Achromobacter_sp.	6441760	658453	HIGH_QUAL	WEE125	HMA001_02	HMA003_02	KAN	HMA001	Cubicle_1	Aerator	Metal	Empty	2	MDRO_cubicles	NA
s_2790	N170_BC05	Elizabethkingia_anophelis	4305378	4262625	HIGH_QUAL	WEE125	HMA001_02	HMA003_02	KAN	HMA001	Cubicle_1	Aerator	Metal	Empty	2	MDRO_cubicles	NA
s_2791	N170_BC06	Elizabethkingia_anophelis	4304956	4262207	HIGH_QUAL	WEE125	HMA001_02	HMA003_02	STREP	HMA001	Cubicle_1	Aerator	Metal	Empty	2	MDRO_cubicles	NA
s_2792	N170_BC07	Elizabethkingia_anophelis	4312545	4269720	HIGH_QUAL	WEE125	HMA001_02	HMA003_02	TET	HMA001	Cubicle_1	Aerator	Metal	Empty	2	MDRO_cubicles	NA
s_1818	N170_BC08	Bacillus_thuringiensis	6424537	1481168	MEDIUM_QUAL	WEE258	HMST010_02	HMST012_02	AMP	HMST010	Cubicle_4	Sink_Trap	Metal	Empty	2	MDRO_cubicles	NA
s_3783	N170_BC09	Pseudomonas_aeruginosa	6630717	6061392	HIGH_QUAL	WEE258	HMST010_02	HMST012_02	CHLOR	HMST010	Cubicle_4	Sink_Trap	Metal	Empty	2	MDRO_cubicles	NA
s_4559	N170_BC10	Staphylococcus_aureus	3011487	2940436	HIGH_QUAL	WEE258	HMST010_02	HMST012_02	KAN	HMST010	Cubicle_4	Sink_Trap	Metal	Empty	2	MDRO_cubicles	NA
s_69	N170_BC11	Achromobacter_sp.	7018622	6924398	HIGH_QUAL	WEE055	HMST036_02	HMST038_02	STREP	HMST036	Room_3	Sink_Trap	Metal	Empty	2	Isolation_rooms	NA
s_4144	N170_BC12	Serratia_marcescens	5463107	2871815	HIGH_QUAL	WEE123	HMST021_02	HMST023_02	AMP	HMST021	Cubicle_2	Sink_Trap	Metal	Moderate_(2-5)	2	Non-cohort_cubicles	NA
s_70	N170_BC12	Achromobacter_sp.	5553139	121813	MEDIUM_QUAL	WEE123	HMST021_02	HMST023_02	AMP	HMST021	Cubicle_2	Sink_Trap	Metal	Moderate_(2-5)	2	Non-cohort_cubicles	NA
s_71	N171_BC01	Achromobacter_sp.	4113820	260924	MEDIUM_QUAL	WEE176	HMCT010_02	HMCT012_02	STREP	HMCT010	Cubicle_1	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_cubicles	4
s_72	N171_BC02	Achromobacter_sp.	5494389	166050	MEDIUM_QUAL	WEE123	HMST021_02	HMST023_02	KAN	HMST021	Cubicle_2	Sink_Trap	Metal	Moderate_(2-5)	2	Non-cohort_cubicles	NA
s_4145	N171_BC02	Serratia_marcescens	5456977	5402820	HIGH_QUAL	WEE123	HMST021_02	HMST023_02	KAN	HMST021	Cubicle_2	Sink_Trap	Metal	Moderate_(2-5)	2	Non-cohort_cubicles	NA
s_4146	N171_BC03	Serratia_marcescens	5499538	5444960	HIGH_QUAL	WEE123	HMST021_02	HMST023_02	STREP	HMST021	Cubicle_2	Sink_Trap	Metal	Moderate_(2-5)	2	Non-cohort_cubicles	NA
